compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL2218878,TRIMETREXATE GLUCURONATE,['TRIMETREXATE GLUCURONATE'],COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL2218878,success,563.56,2.74,3.0,8.0,6.0,117.54,3.0,27.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281802,,,
CHEMBL_CHEMBL1201038,ACRISORCIN,['ACRISORCIN'],CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12,CHEMBL1201038,success,388.51,,,,,,,,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349215,,,
CHEMBL_CHEMBL1201748,CABAZITAXEL,['CABAZITAXEL'],CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,CHEMBL1201748,success,835.94,4.57,3.0,14.0,10.0,202.45,2.0,60.0,0,,,11.96,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349976,,,
CHEMBL_CHEMBL296913,PARECOXIB SODIUM,['PARECOXIB SODIUM'],CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+],CHEMBL296913,success,392.41,3.53,1.0,5.0,5.0,89.27,3.0,26.0,0,,,4.24,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676212,,,
CHEMBL_CHEMBL1200772,WARFARIN POTASSIUM,['WARFARIN POTASSIUM'],CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],CHEMBL1200772,success,346.42,3.61,1.0,4.0,4.0,67.51,3.0,23.0,0,,,5.56,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.416136,,,
CHEMBL_CHEMBL969,PRAZEPAM,['PRAZEPAM'],O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,CHEMBL969,success,324.81,3.93,0.0,2.0,3.0,32.67,2.0,23.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676612,,,
CHEMBL_CHEMBL1200887,TRIMETHOBENZAMIDE HYDROCHLORIDE,['TRIMETHOBENZAMIDE HYDROCHLORIDE'],COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC.Cl,CHEMBL1200887,success,424.93,2.58,1.0,6.0,10.0,69.26,2.0,28.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.348806,,,
CHEMBL_CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,['HYDROXYCHLOROQUINE SULFATE'],CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,CHEMBL1690,success,433.96,3.78,2.0,4.0,9.0,48.39,2.0,23.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414497,,,
CHEMBL_CHEMBL1201863,DEXLANSOPRAZOLE,['DEXLANSOPRAZOLE'],Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,CHEMBL1201863,success,369.37,3.52,1.0,4.0,5.0,73.86,3.0,25.0,0,,,9.35,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350068,,,
CHEMBL_CHEMBL1200630,CYSTEINE HYDROCHLORIDE,['CYSTEINE HYDROCHLORIDE'],Cl.N[C@@H](CS)C(=O)O,CHEMBL1200630,success,157.62,-0.67,3.0,3.0,2.0,63.32,0.0,7.0,0,,,2.35,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415852,,,
CHEMBL_CHEMBL346977,FONAZINE,['FONAZINE'],CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,CHEMBL346977,success,391.56,3.49,0.0,5.0,5.0,43.86,2.0,26.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.412770,,,
CHEMBL_CHEMBL2105695,TELOTRISTAT ETHYL,['TELOTRISTAT ETHYL'],CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,CHEMBL2105695,success,574.99,4.99,2.0,9.0,9.0,131.17,4.0,40.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351562,,,
CHEMBL_CHEMBL650,METHYLPREDNISOLONE,['METHYLPREDNISOLONE'],C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,CHEMBL650,success,374.48,1.80,3.0,5.0,2.0,94.83,0.0,27.0,0,,,12.59,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675379,,,
CHEMBL_CHEMBL2218896,NABILONE,['NABILONE'],CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,CHEMBL2218896,success,372.55,6.26,1.0,3.0,6.0,46.53,1.0,27.0,0,,,9.33,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281809,,,
CHEMBL_CHEMBL3707266,RIBOCICLIB SUCCINATE,['RIBOCICLIB SUCCINATE'],CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1.O=C(O)CCC(=O)O,CHEMBL3707266,success,552.64,2.80,2.0,8.0,5.0,91.21,3.0,32.0,0,,,11.57,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282514,,,
CHEMBL_CHEMBL1201225,IODINE,['IODINE'],II,CHEMBL1201225,success,253.81,1.77,0.0,0.0,0.0,0.00,0.0,2.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349681,,,
CHEMBL_CHEMBL1539,SULFADOXINE,['SULFADOXINE'],COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,CHEMBL1539,success,310.34,0.88,2.0,7.0,5.0,116.43,2.0,21.0,0,,,6.12,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413810,,,
CHEMBL_CHEMBL3545985,BENZPHETAMINE,['BENZPHETAMINE'],C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,CHEMBL3545985,success,239.36,3.75,0.0,1.0,5.0,3.24,2.0,18.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.282456,,,
CHEMBL_CHEMBL1692,IMIPRAMINE HYDROCHLORIDE,['IMIPRAMINE HYDROCHLORIDE'],CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,CHEMBL1692,success,316.88,3.88,0.0,2.0,4.0,6.48,2.0,21.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414522,,,
CHEMBL_CHEMBL2111101,PIMAVANSERIN,['PIMAVANSERIN'],CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,CHEMBL2111101,success,427.56,4.67,1.0,3.0,8.0,44.81,2.0,31.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:47.281704,,,
CHEMBL_CHEMBL1201001,MECHLORETHAMINE HYDROCHLORIDE,['MECHLORETHAMINE HYDROCHLORIDE'],CN(CCCl)CCCl.Cl,CHEMBL1201001,success,192.52,1.40,0.0,1.0,4.0,3.24,0.0,8.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349126,,,
CHEMBL_CHEMBL637,VENLAFAXINE,['VENLAFAXINE'],COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CHEMBL637,success,277.41,3.04,1.0,3.0,5.0,32.70,1.0,20.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675322,,,
CHEMBL_CHEMBL1291,METIPRANOLOL,['METIPRANOLOL'],CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,CHEMBL1291,success,309.41,2.27,2.0,5.0,7.0,67.79,1.0,22.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.677670,,,
CHEMBL_CHEMBL1200384,BETAMETHASONE DIPROPIONATE,['BETAMETHASONE DIPROPIONATE'],CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CHEMBL1200384,success,504.60,3.82,1.0,7.0,6.0,106.97,0.0,36.0,0,,,13.61,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415333,,,
CHEMBL_CHEMBL312448,XYLOMETAZOLINE,['XYLOMETAZOLINE'],Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,CHEMBL312448,success,244.38,3.15,1.0,2.0,2.0,24.39,1.0,18.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676820,,,
CHEMBL_CHEMBL1200541,AMBENONIUM CHLORIDE,['AMBENONIUM CHLORIDE'],CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-],CHEMBL1200541,success,608.48,4.64,2.0,2.0,14.0,58.20,2.0,36.0,0,,,11.48,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415665,,,
CHEMBL_CHEMBL1160819,"AMMONIA SOLUTION, STRONG","['AMMONIA SOLUTION, STRONG']",N,CHEMBL1160819,success,17.03,0.16,1.0,1.0,0.0,35.00,0.0,1.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.415063,,,
CHEMBL_CHEMBL467,HYDROXYUREA,['HYDROXYUREA'],NC(=O)NO,CHEMBL467,success,76.05,-0.96,3.0,2.0,0.0,75.35,0.0,5.0,0,,,10.14,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674446,,,
CHEMBL_CHEMBL467058,LANINAMIVIR OCTANOATE,['LANINAMIVIR OCTANOATE'],CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL467058,success,472.54,-0.01,6.0,8.0,14.0,193.29,0.0,33.0,0,,,2.96,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414246,,,
CHEMBL_CHEMBL2079130,VONOPRAZAN,['VONOPRAZAN'],CNCc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,CHEMBL2079130,success,345.40,2.65,1.0,5.0,5.0,63.99,3.0,24.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351263,,,
CHEMBL_CHEMBL1491,AMLODIPINE,['AMLODIPINE'],CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,CHEMBL1491,success,408.88,2.27,2.0,7.0,8.0,99.88,1.0,28.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413597,,,
CHEMBL_CHEMBL220492,TOPIRAMATE,['TOPIRAMATE'],CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,CHEMBL220492,success,339.37,-0.40,1.0,8.0,3.0,115.54,0.0,22.0,0,,,11.09,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413263,,,
CHEMBL_CHEMBL2105395,OSPEMIFENE,['OSPEMIFENE'],OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,CHEMBL2105395,success,378.90,5.65,1.0,2.0,8.0,29.46,3.0,27.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351496,,,
CHEMBL_CHEMBL238071,VINDESINE,['VINDESINE'],CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CHEMBL238071,success,753.94,2.73,5.0,10.0,6.0,164.82,3.0,55.0,0,,,11.34,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413515,,,
CHEMBL_CHEMBL1463,FLUCYTOSINE,['FLUCYTOSINE'],Nc1nc(=O)[nH]cc1F,CHEMBL1463,success,129.09,-0.51,2.0,3.0,0.0,71.77,1.0,9.0,0,,,8.31,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413457,,,
CHEMBL_CHEMBL450,METHARBITAL,['METHARBITAL'],CCC1(CC)C(=O)NC(=O)N(C)C1=O,CHEMBL450,success,198.22,0.50,1.0,3.0,2.0,66.48,0.0,14.0,0,,,7.75,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674316,,,
CHEMBL_CHEMBL1237132,CLEVIDIPINE,['CLEVIDIPINE'],CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL1237132,success,456.32,4.25,1.0,7.0,7.0,90.93,1.0,30.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.350244,,,
CHEMBL_CHEMBL1588,THIAMINE,['THIAMINE'],Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.[Cl-],CHEMBL1588,success,300.81,0.61,2.0,5.0,4.0,75.91,2.0,18.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414056,,,
CHEMBL_CHEMBL2106794,NAFTAZONE,['NAFTAZONE'],NC(=O)N/N=C1\C=Cc2ccccc2C1=O,CHEMBL2106794,success,215.21,0.92,2.0,3.0,1.0,84.55,1.0,16.0,0,,,11.64,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351793,,,
CHEMBL_CHEMBL945,AMILORIDE,['AMILORIDE'],N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,CHEMBL945,success,229.63,-1.08,5.0,6.0,1.0,156.79,1.0,15.0,0,,,11.43,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.676536,,,
CHEMBL_CHEMBL162036,BENORILATE,['BENORILATE'],CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CHEMBL162036,success,313.31,2.79,1.0,5.0,4.0,81.70,2.0,23.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.412788,,,
CHEMBL_CHEMBL71,CHLORPROMAZINE,['CHLORPROMAZINE'],CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CHEMBL71,success,318.87,4.89,0.0,3.0,4.0,6.48,2.0,21.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674505,,,
CHEMBL_CHEMBL1574,PHENTERMINE,['PHENTERMINE'],CC(C)(N)Cc1ccccc1,CHEMBL1574,success,149.24,1.97,1.0,1.0,2.0,26.02,1.0,11.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413996,,,
CHEMBL_CHEMBL2103877,EFINACONAZOLE,['EFINACONAZOLE'],C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,CHEMBL2103877,success,348.40,2.48,1.0,5.0,5.0,54.18,2.0,25.0,0,,,12.69,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351401,,,
CHEMBL_CHEMBL1200734,FOSAMPRENAVIR CALCIUM,['FOSAMPRENAVIR CALCIUM'],CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],CHEMBL1200734,success,623.68,2.52,4.0,8.0,13.0,177.72,2.0,39.0,0,,,1.22,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.416060,,,
CHEMBL_CHEMBL1168,RAMIPRIL,['RAMIPRIL'],CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,CHEMBL1168,success,416.52,2.38,2.0,5.0,9.0,95.94,1.0,30.0,0,,,3.75,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.677356,,,
CHEMBL_CHEMBL1201242,INDECAINIDE,['INDECAINIDE'],CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,CHEMBL1201242,success,308.43,3.22,2.0,2.0,6.0,55.12,2.0,23.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349716,,,
CHEMBL_CHEMBL501613,MEPARFYNOL,['MEPARFYNOL'],C#CC(C)(O)CC,CHEMBL501613,success,98.14,0.78,1.0,1.0,1.0,20.23,0.0,7.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413978,,,
CHEMBL_CHEMBL608,PROBUCOL,['PROBUCOL'],CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CHEMBL608,success,516.86,9.91,2.0,4.0,4.0,40.46,2.0,35.0,0,,,10.29,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675187,,,
CHEMBL_CHEMBL25105,HEXAMIDINE,['HEXAMIDINE'],N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,CHEMBL25105,success,354.45,3.27,4.0,4.0,11.0,118.20,2.0,26.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675471,,,
CHEMBL_CHEMBL497,CLIOQUINOL,['CLIOQUINOL'],Oc1c(I)cc(Cl)c2cccnc12,CHEMBL497,success,305.50,3.20,1.0,2.0,0.0,33.12,2.0,13.0,0,,,7.34,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.674584,,,
CHEMBL_CHEMBL270190,ALVIMOPAN,['ALVIMOPAN'],C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,CHEMBL270190,success,424.54,3.05,3.0,4.0,8.0,89.87,2.0,31.0,0,,,3.71,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413833,,,
CHEMBL_CHEMBL1650,CORTISONE ACETATE,['CORTISONE ACETATE'],CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,CHEMBL1650,success,402.49,2.56,1.0,6.0,3.0,97.74,0.0,29.0,0,,,12.60,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.414295,,,
CHEMBL_CHEMBL2104489,ANAGESTONE ACETATE,['ANAGESTONE ACETATE'],CC(=O)O[C@]1(C(C)=O)CCC2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL2104489,success,372.55,5.48,0.0,3.0,2.0,43.37,0.0,27.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.351444,,,
CHEMBL_CHEMBL1201302,DEXAMETHASONE PHOSPHORIC ACID,['DEXAMETHASONE PHOSPHORIC ACID'],C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,CHEMBL1201302,success,472.45,2.01,4.0,6.0,4.0,141.36,0.0,32.0,0,,,1.18,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:44.349819,,,
CHEMBL_CHEMBL710,FINASTERIDE,['FINASTERIDE'],CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,CHEMBL710,success,372.55,3.81,2.0,2.0,1.0,58.20,0.0,27.0,0,,,,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675632,,,
CHEMBL_CHEMBL152,CIDOFOVIR ANHYDROUS,['CIDOFOVIR ANHYDROUS'],Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,CHEMBL152,success,279.19,-1.66,4.0,7.0,6.0,147.90,1.0,18.0,0,,,1.35,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:34.675879,,,
CHEMBL_CHEMBL444633,RIFABUTIN,['RIFABUTIN'],CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CHEMBL444633,success,847.02,4.62,5.0,14.0,4.0,205.55,1.0,61.0,0,,,6.88,4.0,Phase_4.0,,chembl_approved_drugs,Small molecule,PHASE_4.0,PHASE4.0,PHASE4.0,ChEMBL_Database,DATABASE,2025-09-01T15:36:39.413487,,,
