primary_drug,max_clinical_phase,trial_activity_count,trial_status_most_recent,first_trial_date,last_trial_date,approval_date_first,approved,active_trials,completed_trials,terminated_trials,data_source,created_at,last_updated
PBF-680,0,1,COMPLETED,2016-04-01,2016-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.034744,2025-09-05 06:27:12.034745
PBI-0451 (Pomotrelvir),0,1,TERMINATED,2022-09-21,2022-09-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.036612,2025-09-05 06:27:12.036613
PBTZ169 Formulation,0,1,COMPLETED,2017-12-05,2017-12-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.038507,2025-09-05 06:27:12.038509
PC945,0,1,TERMINATED,2018-11-15,2018-11-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.040351,2025-09-05 06:27:12.040352
PCI-32765,0,1,COMPLETED,2012-03-01,2012-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.042268,2025-09-05 06:27:12.042269
PCSK9 inhibitor,0,2,NOT_YET_RECRUITING,2025-01-01,2025-04-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.044121,2025-09-05 06:27:12.044122
PD-0332334,0,1,WITHDRAWN,2009-01-01,2009-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.045988,2025-09-05 06:27:12.045989
PD-1,0,1,UNKNOWN,2019-08-26,2019-08-26,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.047838,2025-09-05 06:27:12.047840
PD-1 Combined With Pyrotinib,0,1,RECRUITING,2019-01-30,2019-01-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.049721,2025-09-05 06:27:12.049722
PD-1 antibody (Toripalimab),0,1,NOT_YET_RECRUITING,2025-08-15,2025-08-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.051618,2025-09-05 06:27:12.051620
PD-1 blocking antibody+standard treatment,0,1,UNKNOWN,2020-02-10,2020-02-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.053524,2025-09-05 06:27:12.053526
PD-1 inhibitor+GP,0,1,ACTIVE_NOT_RECRUITING,2022-07-15,2022-07-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.055453,2025-09-05 06:27:12.055454
PD-1 mAb,0,1,UNKNOWN,2018-10-22,2018-10-22,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.057311,2025-09-05 06:27:12.057312
PD-L1/CTLA4 BsAb,0,1,RECRUITING,2019-11-26,2019-11-26,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.059386,2025-09-05 06:27:12.059388
PDE5 inhibitor (tadalafil),0,1,RECRUITING,2024-08-31,2024-08-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.061266,2025-09-05 06:27:12.061267
PDLLA,0,1,UNKNOWN,2022-09-28,2022-09-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.063211,2025-09-05 06:27:12.063213
PECS II block,0,1,COMPLETED,2024-03-01,2024-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.065072,2025-09-05 06:27:12.065073
PEG+E,0,1,WITHDRAWN,2014-06-01,2014-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.066931,2025-09-05 06:27:12.066932
PEG-rhG-CSF,0,2,UNKNOWN,2022-06-30,2022-06-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.068878,2025-09-05 06:27:12.068880
PEGylated Recombinant Human Hyaluronidase (PEGPH20),0,1,TERMINATED,2017-01-03,2017-01-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.070790,2025-09-05 06:27:12.070791
PEP (Purified Exosome Product),0,1,RECRUITING,2025-03-17,2025-03-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.072707,2025-09-05 06:27:12.072708
PEP005,0,1,COMPLETED,2005-03-01,2005-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.074571,2025-09-05 06:27:12.074573
PEP005 Gel,0,1,COMPLETED,2009-06-01,2009-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.076409,2025-09-05 06:27:12.076410
PERIOGEN,0,1,COMPLETED,2007-08-01,2007-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.078311,2025-09-05 06:27:12.078313
PET/CT with 18-FDG,0,1,WITHDRAWN,2011-12-01,2011-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.080174,2025-09-05 06:27:12.080175
PF-00232798,0,1,COMPLETED,2007-06-01,2007-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.082027,2025-09-05 06:27:12.082028
PF-00299804,0,1,COMPLETED,2008-11-04,2008-11-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.083932,2025-09-05 06:27:12.083934
PF-00489791,0,1,COMPLETED,2010-08-04,2010-08-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.085817,2025-09-05 06:27:12.085818
PF-04457845,0,1,COMPLETED,2009-11-01,2009-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.087701,2025-09-05 06:27:12.087702
PF-04965842 200 mg,0,1,COMPLETED,2020-06-18,2020-06-18,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.089567,2025-09-05 06:27:12.089569
PF-06282999,0,1,TERMINATED,2014-03-01,2014-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.091473,2025-09-05 06:27:12.091474
PF-06651600,0,1,ACTIVE_NOT_RECRUITING,2019-07-18,2019-07-18,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.093343,2025-09-05 06:27:12.093344
PF-06664178,0,1,TERMINATED,2014-08-01,2014-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.095230,2025-09-05 06:27:12.095231
PF-06671008,0,1,TERMINATED,2016-04-28,2016-04-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.097056,2025-09-05 06:27:12.097057
PF-06823859,0,1,RECRUITING,2023-05-20,2023-05-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.098928,2025-09-05 06:27:12.098929
PF-06835919,0,1,COMPLETED,2016-10-01,2016-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.100769,2025-09-05 06:27:12.100770
PF-07081532,0,1,TERMINATED,2023-01-19,2023-01-19,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.102657,2025-09-05 06:27:12.102658
PG201 tablet,0,1,COMPLETED,2010-01-01,2010-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.104544,2025-09-05 06:27:12.104545
PHI-101 administration,0,1,UNKNOWN,2020-12-17,2020-12-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.106380,2025-09-05 06:27:12.106382
PL2200 Aspirin Capsules,0,1,COMPLETED,2012-01-01,2012-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.108259,2025-09-05 06:27:12.108260
PLATELET RICH PLASMA,0,1,UNKNOWN,2018-09-20,2018-09-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.110077,2025-09-05 06:27:12.110078
PLCL/Fg group,0,1,RECRUITING,2023-03-01,2023-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.111956,2025-09-05 06:27:12.111957
PLM60,0,1,WITHDRAWN,2021-01-01,2021-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.113800,2025-09-05 06:27:12.113802
PM534,0,1,RECRUITING,2022-12-23,2022-12-23,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.115845,2025-09-05 06:27:12.115847
PNT2258,0,1,COMPLETED,2010-08-01,2010-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.117726,2025-09-05 06:27:12.117727
PP405 0.05% Topical Gel,0,1,ACTIVE_NOT_RECRUITING,2024-06-05,2024-06-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.119610,2025-09-05 06:27:12.119611
PPI,0,1,RECRUITING,2021-05-12,2021-05-12,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.121486,2025-09-05 06:27:12.121487
PPM-204,0,1,TERMINATED,2007-01-01,2007-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.123328,2025-09-05 06:27:12.123330
PPP001,0,1,UNKNOWN,2021-05-26,2021-05-26,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.125227,2025-09-05 06:27:12.125228
PQR 309,0,1,COMPLETED,2019-03-21,2019-03-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.127117,2025-09-05 06:27:12.127118
PRC-4016 (icosabutate),0,1,COMPLETED,2014-08-01,2014-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.128957,2025-09-05 06:27:12.128958
PRF mixed with amikacin and teicoplanin,0,1,RECRUITING,2014-06-01,2014-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.130846,2025-09-05 06:27:12.130848
PRIM-DJ2727,0,1,RECRUITING,2020-09-14,2020-09-14,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.132716,2025-09-05 06:27:12.132717
PRJ1-3024,0,1,COMPLETED,2022-03-31,2022-03-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.134583,2025-09-05 06:27:12.134585
PRO 140,0,1,ACTIVE_NOT_RECRUITING,2018-06-25,2018-06-25,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.136423,2025-09-05 06:27:12.136425
PRP,0,1,COMPLETED,2015-01-01,2015-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.138368,2025-09-05 06:27:12.138369
PRP injection,0,1,NOT_YET_RECRUITING,2024-07-01,2024-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.140233,2025-09-05 06:27:12.140234
PRS-060,0,1,COMPLETED,2017-12-08,2017-12-08,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.142158,2025-09-05 06:27:12.142159
PRTX-100,0,1,COMPLETED,2015-02-01,2015-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.144000,2025-09-05 06:27:12.144001
PRV-002,0,1,COMPLETED,2022-02-09,2022-02-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.145857,2025-09-05 06:27:12.145858
PRX-03140,0,1,TERMINATED,2008-05-01,2008-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.147595,2025-09-05 06:27:12.147596
PTC+Pertuzumab,0,1,ACTIVE_NOT_RECRUITING,2013-12-01,2013-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.149432,2025-09-05 06:27:12.149434
PTI-428,0,1,COMPLETED,2018-08-21,2018-08-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.151371,2025-09-05 06:27:12.151372
PTK787/ZK222584 and Bevacizumab,0,1,COMPLETED,2004-10-01,2004-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.153185,2025-09-05 06:27:12.153186
PTR-01,0,1,COMPLETED,2019-01-09,2019-01-09,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.155092,2025-09-05 06:27:12.155093
PTX-100,0,1,ACTIVE_NOT_RECRUITING,2019-09-01,2019-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.156944,2025-09-05 06:27:12.156945
PUR003,0,1,COMPLETED,2009-07-01,2009-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.158799,2025-09-05 06:27:12.158801
"PURETHAL Grasses, 20.000 AUM/ml",0,1,COMPLETED,2010-02-01,2010-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.160637,2025-09-05 06:27:12.160638
Paclitaxel,0,17,COMPLETED,2009-01-16,2024-05-21,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.162534,2025-09-05 06:27:12.162535
Paclitaxel (Taxane),0,1,COMPLETED,2004-12-01,2004-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.164452,2025-09-05 06:27:12.164453
Paclitaxel + Ifosfamide + Cisplatin & Toripalimab,0,1,RECRUITING,2024-05-31,2024-05-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.166364,2025-09-05 06:27:12.166366
Paclitaxel 80 mg/m2,0,1,COMPLETED,2012-12-01,2012-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.168203,2025-09-05 06:27:12.168205
Paclitaxel Albumin Nanoparticle for Injectable Suspension (Abraxane),0,1,TERMINATED,2007-09-01,2007-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.170031,2025-09-05 06:27:12.170032
Paclitaxel and Cisplatin,0,1,COMPLETED,2015-07-01,2015-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.171888,2025-09-05 06:27:12.171889
Paclitaxel+HM30181,0,1,COMPLETED,2006-08-01,2006-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.173785,2025-09-05 06:27:12.173786
Paclitaxel+Nedaplatin+Endostar,0,1,COMPLETED,2015-01-01,2015-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.175663,2025-09-05 06:27:12.175665
"Paclitaxel, Cisplatin,Surgery, CCRT",0,1,COMPLETED,2001-08-01,2001-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.177526,2025-09-05 06:27:12.177527
"PaclitaxelPaclitaxel (Albumin Bound),Bleomycin combined with Cisplatin or Carboplatin",0,1,RECRUITING,2019-02-15,2019-02-15,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.179399,2025-09-05 06:27:12.179400
Pacritinib,0,2,COMPLETED,2015-01-01,2025-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.181294,2025-09-05 06:27:12.181295
Pafuramidine maleate (DB289),0,1,TERMINATED,2006-05-01,2006-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.183101,2025-09-05 06:27:12.183103
Pagoclone,0,1,COMPLETED,2005-04-01,2005-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.185177,2025-09-05 06:27:12.185178
Palbociclib,0,1,UNKNOWN,2021-04-22,2021-04-22,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.187089,2025-09-05 06:27:12.187090
Palifermin,0,1,COMPLETED,2010-07-01,2010-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.188942,2025-09-05 06:27:12.188943
Paliperidone palmitate,0,1,COMPLETED,2012-01-01,2012-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.190856,2025-09-05 06:27:12.190858
Palivizumab 15 mg/kg,0,1,NOT_YET_RECRUITING,2025-08-30,2025-08-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.192724,2025-09-05 06:27:12.192725
Pamidronate,0,1,COMPLETED,2004-04-01,2004-04-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.194597,2025-09-05 06:27:12.194598
Panagen,0,1,COMPLETED,2010-05-01,2010-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.196435,2025-09-05 06:27:12.196437
Pancrelipase Delayed Release,0,1,COMPLETED,2007-11-01,2007-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.198300,2025-09-05 06:27:12.198301
Panitumumab,0,2,NOT_YET_RECRUITING,2019-08-01,2019-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.200198,2025-09-05 06:27:12.200200
Panobinostat,0,1,TERMINATED,2007-07-05,2007-07-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.202032,2025-09-05 06:27:12.202033
Pantoprazole,0,3,COMPLETED,2000-11-01,2012-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.203959,2025-09-05 06:27:12.203960
Pantoprazole (Pantoloc),0,1,UNKNOWN,2010-08-01,2010-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.205633,2025-09-05 06:27:12.205634
Pantoprazole 40 mg DR Tablet vs. Protonix 40 mg DR Tablet,0,1,COMPLETED,2004-06-01,2004-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.207524,2025-09-05 06:27:12.207526
Papaverine or placebo,0,1,TERMINATED,2011-06-01,2011-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.209352,2025-09-05 06:27:12.209353
Paracetamol,0,5,COMPLETED,2018-02-16,2025-03-24,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.211270,2025-09-05 06:27:12.211271
Paracetamol +caudal ropivacaine,0,1,COMPLETED,2019-01-31,2019-01-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.213134,2025-09-05 06:27:12.213136
Parathyroid Hormone,0,1,COMPLETED,1987-09-01,1987-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.214934,2025-09-05 06:27:12.214935
Parenteral L-carnitine supplementation,0,1,COMPLETED,2008-07-01,2008-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.216828,2025-09-05 06:27:12.216829
Paricalcitol,0,2,TERMINATED,2017-09-28,2017-09-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.218737,2025-09-05 06:27:12.218738
Paroxetine,0,2,COMPLETED,2016-03-01,2016-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.220662,2025-09-05 06:27:12.220663
Paroxetine 12.5 milligrams tablet,0,1,COMPLETED,2009-07-14,2009-07-14,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.222528,2025-09-05 06:27:12.222529
Paroxetine controlled-release,0,1,TERMINATED,2005-10-01,2005-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.224389,2025-09-05 06:27:12.224390
Parsaclisib,0,1,TERMINATED,2022-02-20,2022-02-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.226274,2025-09-05 06:27:12.226275
Part 1: BO-112,0,1,COMPLETED,2016-06-01,2016-06-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.228102,2025-09-05 06:27:12.228103
Part A: Safusidenib Erbumine,0,1,RECRUITING,2022-10-11,2022-10-11,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.229920,2025-09-05 06:27:12.229921
Pasireotide,0,1,COMPLETED,2017-03-22,2017-03-22,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.231801,2025-09-05 06:27:12.231802
Patidegib,0,1,COMPLETED,2016-06-06,2016-06-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.233672,2025-09-05 06:27:12.233674
Patients receiving neoadjuvant therapy before radical nephrectomy,0,1,RECRUITING,2021-09-29,2021-09-29,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.235599,2025-09-05 06:27:12.235601
Patients with cardiac function recovered for more than one year and discontinued were in the discontinuation group.,0,1,NOT_YET_RECRUITING,2023-10-10,2023-10-10,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.237489,2025-09-05 06:27:12.237490
Patiromer Powder for Oral Suspension [Veltassa],0,1,TERMINATED,2020-10-08,2020-10-08,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.239395,2025-09-05 06:27:12.239397
Patisiran,0,1,COMPLETED,2012-05-01,2012-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.241396,2025-09-05 06:27:12.241398
Pazopanib,0,5,COMPLETED,2014-10-08,2017-06-06,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.243340,2025-09-05 06:27:12.243342
Pazopanib (GW786034),0,1,COMPLETED,2008-04-03,2008-04-03,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.245210,2025-09-05 06:27:12.245211
Peanut SLIT,0,1,COMPLETED,2008-01-01,2008-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.247096,2025-09-05 06:27:12.247098
Peg IFN-α-2b,0,1,RECRUITING,2025-01-01,2025-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.248922,2025-09-05 06:27:12.248923
Peg interferon alfa-2b,0,1,COMPLETED,2015-08-01,2015-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.250823,2025-09-05 06:27:12.250824
Pegaptanib sodium,0,1,COMPLETED,2008-11-01,2008-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.252639,2025-09-05 06:27:12.252640
Pegcetacoplan,0,1,RECRUITING,2023-09-28,2023-09-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.254566,2025-09-05 06:27:12.254568
Peginterferon &amp; Ribavirin for Hepatitis C,0,1,COMPLETED,2008-07-11,2008-07-11,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.256461,2025-09-05 06:27:12.256462
Peginterferon Alfa-2,0,1,TERMINATED,2005-03-01,2005-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.258337,2025-09-05 06:27:12.258338
Peginterferon a-2a plus Ribavirin,0,1,UNKNOWN,,,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.259759,2025-09-05 06:27:12.259761
Peginterferon alfa-2a,0,1,COMPLETED,2010-08-01,2010-08-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.261557,2025-09-05 06:27:12.261558
Pegloticase,0,1,RECRUITING,2022-04-05,2022-04-05,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.263486,2025-09-05 06:27:12.263488
Pegloticase 8 MG/ML [Krystexxa],0,1,UNKNOWN,2020-01-01,2020-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.265320,2025-09-05 06:27:12.265321
Pegsitacianine,0,1,RECRUITING,2024-04-17,2024-04-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.267234,2025-09-05 06:27:12.267236
Pegulicianine,0,1,NOT_YET_RECRUITING,2025-07-30,2025-07-30,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.269135,2025-09-05 06:27:12.269137
Pegvaliase,0,1,COMPLETED,2019-01-17,2019-01-17,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.271001,2025-09-05 06:27:12.271002
Pegylated interferon alfa-2a,0,1,COMPLETED,2015-01-01,2015-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.272849,2025-09-05 06:27:12.272850
Pegylated interferon and ribavirin,0,1,COMPLETED,2004-02-01,2004-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.274689,2025-09-05 06:27:12.274691
Pelabresib,0,1,COMPLETED,2021-07-20,2021-07-20,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.276593,2025-09-05 06:27:12.276594
Pembrolizumab,0,15,COMPLETED,2015-05-27,2023-10-31,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.278489,2025-09-05 06:27:12.278490
Pembrolizumab (PD-1 Blocking Antibody),0,1,UNKNOWN,2017-02-19,2017-02-19,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.280394,2025-09-05 06:27:12.280395
Pembrolizumab (PD-1 Inhibitor) Combined With Bevacizumab and FOLFIRI Regimen,0,1,UNKNOWN,2019-01-01,2019-01-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.282259,2025-09-05 06:27:12.282260
Pembrolizumab 200mg IV,0,1,TERMINATED,2020-10-22,2020-10-22,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.284128,2025-09-05 06:27:12.284130
Pembrolizumab injection,0,1,NOT_YET_RECRUITING,2024-07-01,2024-07-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.285942,2025-09-05 06:27:12.285943
"Pembrolizumab, Cetuximab",0,1,ACTIVE_NOT_RECRUITING,2017-03-28,2017-03-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.287789,2025-09-05 06:27:12.287791
Pemetrexed,0,2,COMPLETED,2005-06-01,2009-11-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.289609,2025-09-05 06:27:12.289610
Pemetrexed (Alimta) in combination with gemcitabine (Gemzar),0,1,COMPLETED,,,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.291085,2025-09-05 06:27:12.291086
"Pemetrexed, cisplatin",0,1,COMPLETED,2008-09-01,2008-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.292762,2025-09-05 06:27:12.292764
Pemigatinib,0,3,RECRUITING,2019-10-31,2025-02-04,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.294691,2025-09-05 06:27:12.294692
Penpulimab Combined With CRT,0,1,UNKNOWN,2022-09-28,2022-09-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.297196,2025-09-05 06:27:12.297197
Pentamidine isethionate,0,2,COMPLETED,,,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.298928,2025-09-05 06:27:12.298930
Pentoxifylline,0,1,COMPLETED,2002-03-01,2002-03-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.300758,2025-09-05 06:27:12.300760
Pentoxifylline 400mg plus chemotherapy,0,1,RECRUITING,2025-05-25,2025-05-25,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.302661,2025-09-05 06:27:12.302662
Peramivir,0,1,COMPLETED,2011-02-01,2011-02-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.304517,2025-09-05 06:27:12.304518
Perampanel,0,1,COMPLETED,2014-05-01,2014-05-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.306366,2025-09-05 06:27:12.306368
Pergoveris FD,0,1,COMPLETED,2021-05-08,2021-05-08,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.308263,2025-09-05 06:27:12.308265
Perindopril,0,1,COMPLETED,2007-12-01,2007-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.310090,2025-09-05 06:27:12.310091
Period 1,0,1,NOT_YET_RECRUITING,2024-10-01,2024-10-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.311978,2025-09-05 06:27:12.311979
Peritoneal dialysis (PD),0,1,COMPLETED,2013-12-01,2013-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.313829,2025-09-05 06:27:12.313830
Permethrin 5%,0,1,UNKNOWN,2017-04-28,2017-04-28,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.315737,2025-09-05 06:27:12.315739
Peroxide Carbamide 10% - Dental bleaching treatment,0,1,COMPLETED,2013-12-01,2013-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.317554,2025-09-05 06:27:12.317556
Pethidine,0,1,UNKNOWN,2004-12-01,2004-12-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.319273,2025-09-05 06:27:12.319275
Pexidartinib,0,1,COMPLETED,2017-02-27,2017-02-27,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.321186,2025-09-05 06:27:12.321187
PhOx430,0,1,RECRUITING,2022-07-18,2022-07-18,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.323069,2025-09-05 06:27:12.323071
Pharmacological Substrate modification,0,1,UNKNOWN,2011-09-01,2011-09-01,,False,0,0,0,existing_clinical_trials,2025-09-05 06:27:12.324936,2025-09-05 06:27:12.324937
