chembl_id,inchikey,canonical_smiles,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,tox_herg_risk,tox_cyp_risk,tox_ames_risk,tox_dili_risk,tox_bbb_permeability,tox_herg_ic50_uM,tox_herg_n_points,approved
CHEMBL31996,CHEMBL31996_KEY,CN1CCN(c2nc(Cl)c(Br)c(NC3CCCC3)n2)CC1,374.71,3.0,1.0,5.0,3.0,44.29,1.0,21.0,0,medium,medium,low,low,high,,,0
CHEMBL31997,CHEMBL31997_KEY,COc1ccc(CO[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)cc1,331.84,4.01,1.0,3.0,5.0,30.49,2.0,23.0,0,high,medium,medium,medium,high,,,0
CHEMBL31999,CHEMBL31999_KEY,C[C@H]1C[C@@]23O[C@]2(c2ccccc21)C1CC(OC(=O)[C@H](O)[C@@H](NC(=O)NC(C)(C)C)c2ccccc2)C3(C)C1(C)C,546.71,5.34,3.0,5.0,5.0,100.19,2.0,40.0,0,high,high,medium,high,medium,,,0
CHEMBL32,CHEMBL32_KEY,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,401.44,2.37,2.0,6.0,4.0,83.8,2.0,29.0,0,low,medium,medium,low,high,128.82496,12.0,1
CHEMBL32002,CHEMBL32002_KEY,COc1ccccc1COCCCOc1ccc([C@H]2CCNC[C@@H]2OCc2ccc3c(c2)NCCC3)cc1,516.68,5.7,2.0,6.0,12.0,60.98,3.0,38.0,0,high,high,medium,high,medium,,,0
CHEMBL32003,CHEMBL32003_KEY,Cc1cccc(CSCC(NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c1,411.48,0.11,5.0,6.0,12.0,158.82,1.0,28.0,0,low,low,low,low,low,,,0
CHEMBL32004,CHEMBL32004_KEY,CCCn1nc(C)c(C(=O)c2ccccc2C)c1N,257.34,2.72,1.0,4.0,4.0,60.91,2.0,19.0,0,medium,medium,medium,low,high,,,0
CHEMBL32005,CHEMBL32005_KEY,CC(C)c1nn(C)c(N)c1C(=O)c1ccccc1Cl,277.75,3.01,1.0,4.0,3.0,60.91,2.0,19.0,0,medium,medium,medium,low,high,,,0
CHEMBL32008,CHEMBL32008_KEY,CC(C)(C)C1CS(=O)(=O)C(c2ccccc2)S(=O)(=O)C1,316.44,2.19,0.0,4.0,1.0,68.28,1.0,20.0,0,medium,medium,low,low,high,,,0
CHEMBL32010,CHEMBL32010_KEY,OC1CCCCC1,100.16,1.31,1.0,1.0,0.0,20.23,0.0,7.0,0,low,low,low,low,high,,,0
CHEMBL32011,CHEMBL32011_KEY,O=C(CNC(=O)c1ccccc1)Oc1ccc([N+](=O)[O-])cc1,300.27,1.93,1.0,5.0,5.0,98.54,2.0,22.0,0,low,low,medium,low,medium,,,0
CHEMBL32012,CHEMBL32012_KEY,CONC(=O)c1ncn2c(=O)n(CCCl)nnc12,272.65,-1.18,1.0,8.0,4.0,103.41,2.0,18.0,0,low,low,medium,low,medium,,,0
CHEMBL32017,CHEMBL32017_KEY,FC(F)(F)c1ccc(Nc2nc(NCCCN3CCCCC3)nc3ccccc23)cc1,429.49,5.68,2.0,5.0,7.0,53.08,3.0,31.0,0,high,high,medium,medium,high,,,0
CHEMBL32033,CHEMBL32033_KEY,CS(=O)(=O)c1ccc(OP(=O)(OCCOCn2cnc3c(O)nc(N)nc32)OCCOCn2cnc3c(O)nc(N)nc32)cc1,666.57,0.81,4.0,20.0,15.0,277.06,5.0,45.0,0,low,low,high,low,low,,,0
CHEMBL320341,CHEMBL320341_KEY,C[C@@H]1C(=O)NC2=Nc3cccc(Cl)c3CN21,235.67,1.66,1.0,3.0,0.0,44.7,1.0,16.0,0,low,low,low,low,high,,,0
CHEMBL32039,CHEMBL32039_KEY,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,334.38,1.27,2.0,8.0,8.0,114.74,2.0,24.0,0,low,low,medium,low,medium,,,0
CHEMBL32041,CHEMBL32041_KEY,CCc1ccc2nccc(NCCCN(C)C)c2c1[N+](=O)[O-],302.38,3.07,1.0,5.0,7.0,71.3,2.0,22.0,0,high,medium,medium,medium,high,,,0
CHEMBL32042,CHEMBL32042_KEY,Nc1cccc(C(=O)c2ccccc2)c1CC(=O)[O-].[Na+],277.25,2.13,2.0,3.0,4.0,80.39,2.0,19.0,0,medium,medium,medium,low,high,,,0
CHEMBL32043,CHEMBL32043_KEY,COc1cc([C@@H]2c3cc4c(cc3[C@@H](NC(=O)c3ccc(F)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,521.5,3.68,2.0,8.0,5.0,112.55,3.0,38.0,0,high,medium,medium,medium,medium,,,0
CHEMBL32046,CHEMBL32046_KEY,C=CC[C@H](NC(=O)[C@@H](NS(=O)(=O)N1CCOCC1)C(O)c1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(O)C(F)(F)C(=O)NCCN1CCOCC1,772.91,0.22,6.0,10.0,19.0,198.87,1.0,53.0,0,low,low,low,low,low,,,0
CHEMBL32047,CHEMBL32047_KEY,CN1C2CC[C@@H]1C[C@H](OC(=O)c1ccccc1)C2C(=O)OCc1ccccc1.O=C(O)/C=C/C(=O)O,495.53,3.44,0.0,5.0,5.0,55.84,2.0,28.0,0,high,medium,medium,medium,medium,,,0
CHEMBL32048,CHEMBL32048_KEY,CC1=C(C(=O)O)N2C(=O)C(NC(=O)CCO/N=C\c3ccccc3)C2SC1,389.43,1.19,2.0,6.0,7.0,108.3,1.0,27.0,0,low,low,low,low,medium,,,0
CHEMBL32054,CHEMBL32054_KEY,O=C(c1ccc2ncsc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1,393.47,4.06,0.0,5.0,2.0,62.74,3.0,28.0,0,high,medium,medium,medium,high,,,0
CHEMBL32067,CHEMBL32067_KEY,Nc1ncc(Cc2cccc(CO)c2)c(N)n1,230.27,0.72,3.0,5.0,3.0,98.05,2.0,17.0,0,low,low,medium,low,medium,,,0
CHEMBL320775,CHEMBL320775_KEY,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,284.34,2.36,2.0,5.0,2.0,84.66,3.0,20.0,0,medium,medium,medium,low,high,,,1
CHEMBL32083,CHEMBL32083_KEY,COc1cc([C@@H]2c3cc4c(cc3[C@@H](N)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,399.4,2.07,2.0,8.0,3.0,109.47,2.0,29.0,0,medium,medium,medium,low,medium,,,0
CHEMBL32092,CHEMBL32092_KEY,CCOC(=O)c1ccc(NCCCCCCCc2ccccc2)cc1,339.48,5.47,1.0,3.0,11.0,38.33,2.0,25.0,0,high,medium,medium,medium,high,,,0
CHEMBL32099,CHEMBL32099_KEY,CCC(C)NC1=NS(=O)(=O)c2cccnc2N1,254.31,0.94,2.0,5.0,2.0,83.45,1.0,17.0,0,low,low,low,low,high,,,0
CHEMBL32101,CHEMBL32101_KEY,OCC1OC(CO)C(O)C(O)C1O,194.18,-3.18,5.0,6.0,2.0,110.38,0.0,13.0,0,low,low,low,low,medium,,,0
CHEMBL32102,CHEMBL32102_KEY,NCCCS(=O)O,123.18,-0.44,2.0,2.0,3.0,63.32,0.0,7.0,0,low,low,low,low,high,,,0
CHEMBL32113,CHEMBL32113_KEY,COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1,340.39,1.84,2.0,8.0,5.0,112.41,3.0,25.0,0,low,low,medium,low,medium,,,0
CHEMBL32114,CHEMBL32114_KEY,CCCCCCCCCCCCCCCC(=O)NCCc1ccccc1,359.6,6.83,1.0,1.0,17.0,29.1,1.0,26.0,0,high,medium,low,medium,high,,,0
CHEMBL32116,CHEMBL32116_KEY,CCCCC1(c2cccc(OC(C)=O)c2)OC1(CCCC)c1cccc(OC(C)=O)c1,424.54,6.04,0.0,5.0,10.0,65.13,2.0,31.0,0,high,high,medium,medium,high,,,0
CHEMBL32122,CHEMBL32122_KEY,CO/N=C(\C(=O)N[C@H]1CN2CC(c3ccccn3)=C(C(=O)O)N2C1=O)c1csc(N)n1,443.45,-0.48,3.0,10.0,6.0,163.34,2.0,31.0,0,low,low,medium,low,low,,,0
CHEMBL32124,CHEMBL32124_KEY,CO/N=C(\CN(C)C(=O)c1cc(C)nc(N(C)C)c1)C(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1,626.63,5.99,1.0,7.0,11.0,81.5,3.0,43.0,0,high,high,medium,high,medium,,,0
CHEMBL321248,CHEMBL321248_KEY,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,166.14,-1.05,2.0,4.0,0.0,83.54,2.0,12.0,0,low,low,medium,low,high,,,0
CHEMBL32128,CHEMBL32128_KEY,COc1ccc(-c2ccccc2C#N)c(OC)c1OC,269.3,3.25,0.0,4.0,4.0,51.48,2.0,20.0,0,medium,medium,medium,low,high,,,0
CHEMBL32129,CHEMBL32129_KEY,NC1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC1,417.39,3.03,2.0,5.0,3.0,88.56,3.0,30.0,0,high,medium,medium,medium,high,,,0
CHEMBL32130,CHEMBL32130_KEY,CCOC(=O)c1ccc(NC/C=C/c2ccc(Cl)cc2)cc1,315.8,4.64,1.0,3.0,6.0,38.33,2.0,22.0,0,high,medium,medium,medium,high,,,0
CHEMBL32140,CHEMBL32140_KEY,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC(=O)NCCCl)CC2,479.0,3.99,2.0,6.0,7.0,85.89,2.0,32.0,0,high,medium,medium,medium,medium,,,0
CHEMBL32142,CHEMBL32142_KEY,NC1(C(=O)O)C[C@@H](C(=O)O)[C@H](C(=O)O)C1,217.18,-1.04,4.0,4.0,3.0,137.92,0.0,15.0,0,low,low,low,low,medium,,,0
CHEMBL32146,CHEMBL32146_KEY,O=C1NC[C@@]2(CCN3CCc4cc5c(cc4[C@@H]3C2)OCO5)O1,302.33,1.59,1.0,5.0,0.0,60.03,1.0,22.0,0,low,low,low,low,high,,,0
CHEMBL32148,CHEMBL32148_KEY,C=C(C)[C@@H]1CC=C(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,313.4,3.1,2.0,2.0,6.0,66.4,1.0,23.0,0,high,medium,low,medium,high,,,0
CHEMBL32151,CHEMBL32151_KEY,COc1cc2nc(-c3ccc(CP(=O)(OC)OC)cc3)nc(O)c2cc1OC,404.36,4.01,1.0,8.0,7.0,100.0,3.0,28.0,0,high,high,medium,medium,medium,,,0
CHEMBL321582,CHEMBL321582_KEY,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,363.46,3.39,3.0,4.0,8.0,81.07,3.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL32162,CHEMBL32162_KEY,Br.Br.Clc1ccc(N=c2ccn(CCCCCn3ccc(=Nc4ccc(Cl)cc4)cc3)cc2)cc1,639.26,6.93,0.0,4.0,8.0,34.58,4.0,33.0,0,high,high,high,high,medium,,,0
CHEMBL32163,CHEMBL32163_KEY,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)C(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1,637.44,7.53,1.0,5.0,10.0,65.37,3.0,41.0,0,high,high,medium,high,medium,,,0
CHEMBL32164,CHEMBL32164_KEY,N[C@H]1CC[C@H](CNC(=O)C2C=CCn3c(=O)n(C(CSc4ccccc4)C(=O)O)c(=O)n32)CC1,487.58,0.97,3.0,9.0,8.0,141.35,2.0,34.0,0,low,low,medium,low,low,,,0
CHEMBL32170,CHEMBL32170_KEY,CC(C)(C)c1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc1,308.38,4.58,1.0,2.0,4.0,54.37,2.0,23.0,0,high,medium,medium,medium,high,,,0
CHEMBL32181,CHEMBL32181_KEY,COc1ccc([C@@H]2CN3CCCC3c3cc(OC)c(OC)cc32)cc1OC,369.46,4.0,0.0,5.0,5.0,40.16,2.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL32183,CHEMBL32183_KEY,CCCCOc1ccccc1-c1nc2ccc[nH]c-2n1,267.33,3.76,1.0,3.0,5.0,50.8,1.0,20.0,0,medium,medium,low,low,high,,,0
CHEMBL3218390,CHEMBL3218390_KEY,Cc1nc[nH]c1CN1CCN(C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](Cc2ccccc2)C1=O,441.53,2.18,3.0,4.0,8.0,118.63,2.0,32.0,0,medium,medium,medium,low,medium,,,0
CHEMBL3218578,CHEMBL3218578_KEY,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,534.54,4.38,1.0,8.0,4.0,77.21,5.0,39.0,0,high,high,high,medium,medium,,,0
CHEMBL32190,CHEMBL32190_KEY,COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,370.41,1.85,2.0,9.0,6.0,121.64,3.0,27.0,0,low,low,medium,low,medium,,,0
CHEMBL3219124,CHEMBL3219124_KEY,COC[C@H](C)Oc1cc(Oc2cnc(C(=O)N3CCC3)cn2)cc(C(=O)Nc2cnc(C)cn2)c1,478.51,2.88,1.0,9.0,9.0,128.66,3.0,35.0,0,low,medium,medium,low,medium,100.0,1.0,0
CHEMBL3219143,CHEMBL3219143_KEY,COc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N(O)CC3,341.34,2.62,1.0,5.0,3.0,67.59,3.0,25.0,0,medium,medium,medium,low,high,,,0
CHEMBL3219616,CHEMBL3219616_KEY,CC[C@]1(c2cccc(NS(C)(=O)=O)c2)[C@@H]2CN(CC3(O)Cc4ccccc4C3)C[C@@H]21,426.58,2.8,2.0,4.0,6.0,69.64,2.0,30.0,0,medium,medium,medium,low,high,1.6,1.0,0
CHEMBL32197,CHEMBL32197_KEY,CO/N=C(\CN(C)C(=O)c1cc(C)cc(C)c1)C(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1,596.6,6.84,1.0,5.0,10.0,65.37,3.0,41.0,0,high,high,medium,high,medium,,,0
CHEMBL321993,CHEMBL321993_KEY,Nc1ncnc2c1ncn2Cc1c(F)cccc1Cl,277.69,2.25,1.0,5.0,2.0,69.62,3.0,19.0,0,medium,medium,medium,low,high,,,0
CHEMBL32206,CHEMBL32206_KEY,C[Si](C)(C)c1cc(NC(=O)c2ccc(C(=O)O)cc2)cc([Si](C)(C)C)c1,385.61,,,,,,,,0,unknown,,,,,,,0
CHEMBL3220708,CHEMBL3220708_KEY,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,717.94,2.67,4.0,13.0,7.0,173.68,0.0,50.0,0,medium,medium,low,low,low,,,0
CHEMBL32208,CHEMBL32208_KEY,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c2Cl)CC(=O)O)CC(=O)O)c(Cl)c1Cl,997.68,-2.37,9.0,16.0,22.0,420.46,2.0,59.0,0,low,low,medium,low,low,,,0
CHEMBL32209,CHEMBL32209_KEY,Fc1cccc(Cl)c1[C@@H]1CN2CCC[C@@H]2c2ccccc21,301.79,4.76,0.0,1.0,1.0,3.24,2.0,21.0,0,high,medium,medium,medium,high,,,0
CHEMBL32211,CHEMBL32211_KEY,CCC(OC(=O)c1cccnc1)c1nc2c(C(F)(F)F)cccc2c(O)c1C(=O)Nc1nccs1,502.47,5.37,2.0,8.0,6.0,114.3,4.0,35.0,0,high,high,high,high,medium,,,0
CHEMBL32212,CHEMBL32212_KEY,COC12[C@@H]3N[C@@H]3CN1C1=C(C(=O)C(N3CCCC3)=C(C)C1=O)[C@@H]2COC(N)=O,388.42,-0.51,2.0,8.0,4.0,124.11,0.0,28.0,0,low,low,low,low,medium,,,0
CHEMBL32220,CHEMBL32220_KEY,COc1ccc(CNc2cnc3nc(N)nc(N)c3c2)c2ccccc12,346.39,2.96,3.0,7.0,4.0,111.97,4.0,26.0,0,medium,medium,high,low,medium,,,0
CHEMBL322241,CHEMBL322241_KEY,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C,604.75,2.76,5.0,6.0,13.0,166.75,3.0,44.0,0,medium,medium,medium,low,low,,,0
CHEMBL32227,CHEMBL32227_KEY,CCn1c(-c2ccc(OC(C)=O)cc2)c(C)c2cc(OC(C)=O)ccc21,351.4,4.49,0.0,5.0,4.0,57.53,3.0,26.0,0,high,medium,medium,medium,high,,,0
CHEMBL32228,CHEMBL32228_KEY,CC(=O)Oc1ccc(-c2c(C)c3cc(OC(C)=O)ccc3n2C)cc1,337.38,4.0,0.0,5.0,3.0,57.53,3.0,25.0,0,high,medium,medium,medium,high,,,0
CHEMBL32231,CHEMBL32231_KEY,O=C(/C=C/c1ccccc1)c1ccccc1OCc1ccccc1,314.38,5.16,0.0,2.0,6.0,26.3,3.0,24.0,0,high,medium,medium,medium,high,,,0
CHEMBL32233,CHEMBL32233_KEY,CC(C)OP(=O)(OC(C)C)C(Cc1ccc(Cl)cc1)P(=O)(OC(C)C)OC(C)C,468.9,7.29,0.0,6.0,12.0,71.06,1.0,29.0,0,high,high,low,medium,medium,,,0
CHEMBL32234,CHEMBL32234_KEY,COc1cc(OC)c(C(/C=C/c2ccccc2)=N/O)c(OC)c1,313.35,3.6,1.0,5.0,6.0,60.28,2.0,23.0,0,high,medium,medium,medium,high,,,0
CHEMBL32235,CHEMBL32235_KEY,COc1cc(OC)c(C/C=C/c2ccccc2)c(OC)c1,284.36,3.97,0.0,3.0,6.0,27.69,2.0,21.0,0,medium,medium,medium,low,high,,,0
CHEMBL32237,CHEMBL32237_KEY,O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCN2CCCCC2)co1,509.65,4.19,2.0,6.0,12.0,104.9,2.0,37.0,0,high,high,medium,medium,medium,,,0
CHEMBL32238,CHEMBL32238_KEY,CCCCNC(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)OC1CC2C(C)(C)C1(C)[C@@]13C[C@H](C)c4ccccc4[C@@]21O3,546.71,5.34,3.0,5.0,8.0,100.19,2.0,40.0,0,high,high,medium,high,medium,,,0
CHEMBL32240,CHEMBL32240_KEY,Oc1nc2cc(Cl)ccc2c(O)c1-c1cccc(Cc2ccccc2)c1,361.83,5.56,2.0,3.0,3.0,53.35,4.0,26.0,0,high,medium,high,medium,high,,,0
CHEMBL32245,CHEMBL32245_KEY,C=C1C[C@@]23O[C@]2(c2ccccc21)C1CC(OC(=O)[C@H](O)[C@@H](NC(=O)NCC)c2ccccc2)C3(C)C1(C)C,516.64,4.47,3.0,5.0,6.0,100.19,2.0,38.0,0,high,high,medium,medium,medium,,,0
CHEMBL32253,CHEMBL32253_KEY,CCCn1c(=O)c2nc(-c3ccc(O)cc3)[nH]c2n(C)c1=O,300.32,1.21,2.0,6.0,3.0,92.91,3.0,22.0,0,low,low,medium,low,medium,,,0
CHEMBL32258,CHEMBL32258_KEY,O=C(NCCc1ccccc1)C1CCCN1S(=O)(=O)CCc1ccccc1,386.52,2.38,1.0,3.0,8.0,66.48,2.0,27.0,0,medium,medium,medium,low,high,,,0
CHEMBL32259,CHEMBL32259_KEY,CC(=O)Nc1ccccc1C(=O)/C=C/c1ccccc1,265.31,3.54,1.0,2.0,4.0,46.17,2.0,20.0,0,medium,medium,medium,low,high,,,0
CHEMBL32269,CHEMBL32269_KEY,CCCCCCCCCCCOc1ccc(OC)cc1C(SCCC(=O)O)SCCC(=O)O,500.72,7.02,2.0,6.0,21.0,93.06,1.0,33.0,0,high,high,low,high,medium,,,0
CHEMBL32272,CHEMBL32272_KEY,Cc1c(C(=O)c2ccc(Cl)cc2)cc(C(C)(C)C)c(O)c1C(=O)Nc1ccc([N+](=O)[O-])cc1Cl,501.37,6.7,2.0,5.0,5.0,109.54,3.0,34.0,0,high,high,medium,high,medium,,,0
CHEMBL32273,CHEMBL32273_KEY,CO/N=C(\CN(C)C(=O)c1cncc(Br)c1)C(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1,648.43,6.38,1.0,6.0,10.0,78.26,3.0,40.0,0,high,high,medium,high,medium,,,0
CHEMBL322832,CHEMBL322832_KEY,CCOC(=O)[C@H](CC(C)C)N(C)S(=O)(=O)c1ccc(Cn2c(C)nc3cnccc32)cc1,458.58,3.39,0.0,7.0,9.0,94.39,3.0,32.0,0,high,medium,medium,medium,medium,,,0
CHEMBL32294,CHEMBL32294_KEY,O=C(O)CC(NC(=O)CNC(=O)c1csc(NC(=O)NCc2ccccc2)n1)c1cccnc1,482.52,1.92,5.0,7.0,10.0,162.41,3.0,34.0,0,low,low,medium,low,low,,,0
CHEMBL32295,CHEMBL32295_KEY,CCOC(=O)c1ccc(NCc2ccc(OC)cc2)cc1,285.34,3.48,1.0,4.0,6.0,47.56,2.0,21.0,0,medium,medium,medium,low,high,,,0
CHEMBL32303,CHEMBL32303_KEY,Cc1nnc2n1-c1sc(-c3cc(O)[nH]n3)cc1C(c1ccccc1Cl)=NC2,396.86,3.74,2.0,7.0,2.0,91.98,4.0,27.0,0,high,medium,high,medium,medium,,,0
CHEMBL32305,CHEMBL32305_KEY,O=C(NC1CCN(CC2CCCCCCC2)CC1)C1c2cc(Br)ccc2Oc2ccc(Br)cc21,590.4,7.39,1.0,3.0,4.0,41.57,2.0,34.0,0,high,high,medium,high,medium,,,0
CHEMBL32307,CHEMBL32307_KEY,NC/C=C\C(=O)O,101.1,-0.41,2.0,2.0,2.0,63.32,0.0,7.0,0,low,low,low,low,high,,,0
CHEMBL32310,CHEMBL32310_KEY,CNC(=O)[C@@H]1CCCN(S(=O)(=O)c2ccccc2)CCCCO[C@H](C(=O)NO)[C@@H](CCCc2ccccc2)C(=O)N1,588.73,2.01,4.0,7.0,8.0,154.14,2.0,41.0,0,medium,medium,medium,low,low,,,0
CHEMBL32311,CHEMBL32311_KEY,CCCn1c(=O)c2nc(-c3cc(NC(=O)Nc4ccc(N(C)C)cc4)nn3C)[nH]c2n(CCC)c1=O,493.57,2.82,3.0,9.0,8.0,134.87,4.0,36.0,0,medium,medium,high,low,medium,,,0
CHEMBL32330,CHEMBL32330_KEY,C#CCN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,307.35,2.56,3.0,4.0,1.0,63.93,2.0,23.0,0,medium,medium,medium,low,high,,,0
CHEMBL32333,CHEMBL32333_KEY,CC(=O)O[C@@H]1C[C@@H]2[C@H](/C=C\CCC[C@H](C)OC(=O)/C=C/[C@H]2OC(C)=O)C1,364.44,3.1,0.0,6.0,2.0,78.9,0.0,26.0,0,high,medium,low,medium,high,,,0
CHEMBL323357,CHEMBL323357_KEY,c1ccc(CC2NCCc3c2[nH]c2ccccc32)cc1,262.36,3.6,2.0,1.0,2.0,27.82,3.0,20.0,0,medium,medium,medium,low,high,,,0
CHEMBL32336,CHEMBL32336_KEY,CC(=O)Oc1cccc(/C(C)=C(\C)c2cccc(OC(C)=O)c2)c1,324.38,4.49,0.0,4.0,4.0,52.6,2.0,24.0,0,high,medium,medium,medium,high,,,0
CHEMBL3234035,CHEMBL3234035_KEY,CCCCCCC(C)(C)c1cc(O)c([C@H]2CC(=O)[C@H]3C[C@@H]2C3(C)C)c(OC(=O)/C=C/C(=O)O)c1,470.61,5.91,2.0,5.0,10.0,100.9,1.0,34.0,0,high,high,low,medium,medium,,,0
CHEMBL3234237,CHEMBL3234237_KEY,Fc1ccc(CN2CCC(Nc3ccc(C(F)(F)F)nn3)CC2)cc1F,372.34,3.85,1.0,4.0,4.0,41.05,2.0,26.0,0,high,medium,medium,medium,high,,,0
CHEMBL3234681,CHEMBL3234681_KEY,CC(C)(C)NC(=O)c1nn(-c2ccc(F)cc2F)c2c1[C@H]1CC[C@@H]2C1,345.39,4.04,1.0,3.0,2.0,46.92,2.0,25.0,0,high,medium,medium,medium,high,,,0
CHEMBL32352,CHEMBL32352_KEY,O=C(O)C1=C[C@@H](OP(=O)([O-])O)[C@@H](O)[C@H](O)C1.[Na+],276.11,-1.4,5.0,5.0,3.0,144.52,0.0,16.0,0,low,low,low,low,low,,,0
CHEMBL3235279,CHEMBL3235279_KEY,N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1,520.04,5.51,2.0,9.0,8.0,128.84,4.0,35.0,0,high,high,high,high,medium,,,0
CHEMBL3235620,CHEMBL3235620_KEY,COC1=C(OC)[C@H](O)[C@H](C/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H](C)C1=O,390.56,5.5,1.0,4.0,10.0,55.76,0.0,28.0,0,high,medium,low,medium,high,,,0
CHEMBL32360,CHEMBL32360_KEY,Cc1nc(N)ccc1CNC(=O)C1C=CCn2c(=O)n(C(CSc3ccc(Cl)c(Cl)c3)C(=O)OC(C)C)c(=O)n21,607.52,3.12,2.0,11.0,9.0,143.24,3.0,40.0,0,high,medium,medium,medium,low,,,0
CHEMBL32363,CHEMBL32363_KEY,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,303.36,1.87,0.0,5.0,3.0,55.84,1.0,22.0,0,medium,low,low,low,high,7.244359999999999,1.0,0
CHEMBL32365,CHEMBL32365_KEY,COC(=O)C(CSc1ccc(Cl)cc1)n1c(=O)n2n(c1=O)C(C(=O)NCc1ccc(N)nc1C)C=CC2,545.02,1.68,2.0,11.0,8.0,143.24,3.0,37.0,0,low,low,medium,low,low,,,0
CHEMBL3236549,CHEMBL3236549_KEY,CC(C)c1cc(N2CC[C@@H](N)C2)nc(N)n1,221.31,0.72,2.0,5.0,2.0,81.06,1.0,16.0,0,low,low,low,low,high,,,0
CHEMBL32375,CHEMBL32375_KEY,C[C@H](NC(=O)Nc1ccc(C(=N)N)cc1)C(=O)NCc1ccc(Cl)c(Cl)c1,408.29,3.1,5.0,3.0,6.0,120.1,2.0,27.0,0,high,medium,medium,medium,medium,,,0
CHEMBL32388,CHEMBL32388_KEY,CCCn1c(=O)c2nc(-c3cc(OCC(=O)N4CCN(Cc5ccccc5)CC4)nn3C)[nH]c2n(CCC)c1=O,548.65,1.83,1.0,10.0,10.0,123.28,4.0,40.0,0,low,low,high,low,medium,,,0
CHEMBL32390,CHEMBL32390_KEY,CC(C)[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)CC1,316.44,2.66,2.0,2.0,6.0,72.19,1.0,23.0,0,medium,medium,low,low,high,,,0
CHEMBL32393,CHEMBL32393_KEY,COc1cc(OC)c(C(=O)/C=C/c2ccc(C(=O)N(C)C)cc2)c(OC)c1,369.42,3.31,0.0,5.0,7.0,65.07,2.0,27.0,0,high,medium,medium,medium,high,,,0
CHEMBL32399,CHEMBL32399_KEY,C=C1C[C@@]23O[C@]2(c2ccccc21)C1CC(OC(=O)[C@H](O)[C@@H](NC(=O)NC(C)C)c2ccccc2)C3(C)C1(C)C,530.67,4.86,3.0,5.0,6.0,100.19,2.0,39.0,0,high,high,medium,medium,medium,,,0
