compound_id,chembl_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,data_source,compound_type,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL2107554,CHEMBL2107554,SODIUM DIBUNATE,['SODIUM DIBUNATE'],CC(C)(C)c1ccc2c(S(=O)(=O)[O-])c(C(C)(C)C)ccc2c1.[Na+],CHEMBL2107554,success,342.44,4.68,1.0,2.0,1.0,54.37,2.0,22.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040807,,,
CHEMBL_CHEMBL2107555,CHEMBL2107555,SULPROSAL,['SULPROSAL'],O=C(OCCCS(=O)(=O)O)c1ccccc1O,CHEMBL2107555,success,260.27,0.83,2.0,5.0,5.0,100.90,1.0,17.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040809,,,
CHEMBL_CHEMBL2107558,CHEMBL2107558,FURFENOREX,['FURFENOREX'],CC(Cc1ccccc1)N(C)Cc1ccco1,CHEMBL2107558,success,229.32,3.34,0.0,2.0,5.0,16.38,2.0,17.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040812,,,
CHEMBL_CHEMBL2107562,CHEMBL2107562,SODIUM GENTISATE,['SODIUM GENTISATE'],O=C([O-])c1cc(O)ccc1O.[Na+],CHEMBL2107562,success,176.10,,,,,,,,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040816,,,
CHEMBL_CHEMBL2107563,CHEMBL2107563,SORNIDIPINE,['SORNIDIPINE'],COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3O)C1c1ccccc1[N+](=O)[O-],CHEMBL2107563,success,460.44,1.07,2.0,10.0,5.0,146.46,1.0,33.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040819,,,
CHEMBL_CHEMBL2107564,CHEMBL2107564,INOCOTERONE ACETATE,['INOCOTERONE ACETATE'],CCC1=C2CC[C@]3(C)[C@@H](OC(C)=O)CC[C@H]3[C@@H]2CCC1=O,CHEMBL2107564,success,290.40,3.81,0.0,3.0,2.0,43.37,0.0,21.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040822,,,
CHEMBL_CHEMBL2107565,CHEMBL2107565,SEMORPHONE,['SEMORPHONE'],COCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL2107565,success,345.40,0.76,2.0,6.0,3.0,79.23,1.0,25.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040824,,,
CHEMBL_CHEMBL2107569,CHEMBL2107569,CIPROQUAZONE,['CIPROQUAZONE'],COc1ccc2c(c1)c(-c1ccccc1)nc(=O)n2CC1CC1,CHEMBL2107569,success,306.37,3.48,0.0,4.0,4.0,44.12,3.0,23.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040827,,,
CHEMBL_CHEMBL2107572,CHEMBL2107572,TECALCET HYDROCHLORIDE,['TECALCET HYDROCHLORIDE'],COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1.Cl,CHEMBL2107572,success,340.29,4.63,1.0,2.0,7.0,21.26,2.0,21.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040831,,,
CHEMBL_CHEMBL2107574,CHEMBL2107574,TIMEPIDIUM BROMIDE,['TIMEPIDIUM BROMIDE'],COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1.[Br-],CHEMBL2107574,success,400.41,4.11,0.0,3.0,3.0,9.23,2.0,21.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040834,,,
CHEMBL_CHEMBL2107575,CHEMBL2107575,SPIROXEPIN,['SPIROXEPIN'],CN(C)CC1COC2(O1)c1ccccc1COc1ccccc12,CHEMBL2107575,success,311.38,2.76,0.0,4.0,2.0,30.93,2.0,23.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040837,,,
CHEMBL_CHEMBL2107576,CHEMBL2107576,DEMEXIPTILINE,['DEMEXIPTILINE'],CNCCON=c1c2ccccc2ccc2ccccc12,CHEMBL2107576,success,278.36,3.04,1.0,3.0,4.0,33.62,3.0,21.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040840,,,
CHEMBL_CHEMBL2107578,CHEMBL2107578,SIBOPIRDINE,['SIBOPIRDINE'],c1cnc2c(c1)C(Cc1ccncc1)(Cc1ccncc1)c1cccnc1-2,CHEMBL2107578,success,350.43,4.02,0.0,4.0,4.0,51.56,4.0,27.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040844,,,
CHEMBL_CHEMBL2107579,CHEMBL2107579,BINIZOLAST,['BINIZOLAST'],CCCn1c(=O)c2ccccc2n2c(CN3CCCCC3)nnc12,CHEMBL2107579,success,325.42,2.44,0.0,6.0,4.0,55.43,3.0,24.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040847,,,
CHEMBL_CHEMBL2107581,CHEMBL2107581,THIOSALAN,['THIOSALAN'],O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1S,CHEMBL2107581,success,465.99,5.52,2.0,2.0,2.0,29.10,2.0,19.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040849,,,
CHEMBL_CHEMBL2107583,CHEMBL2107583,ERYTHRITYL TETRANITRATE,['ERYTHRITYL TETRANITRATE'],O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],CHEMBL2107583,success,302.11,-1.44,0.0,12.0,11.0,209.48,0.0,20.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040852,,,
CHEMBL_CHEMBL2107584,CHEMBL2107584,SPIRORENONE,['SPIRORENONE'],C[C@]12C=CC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,CHEMBL2107584,success,364.49,4.08,0.0,3.0,0.0,43.37,0.0,27.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040855,,,
CHEMBL_CHEMBL2107586,CHEMBL2107586,TERESTIGMINE,['TERESTIGMINE'],CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)O[C@@H]1N2C,CHEMBL2107586,success,375.51,4.05,1.0,5.0,7.0,54.04,1.0,27.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040859,,,
CHEMBL_CHEMBL2107588,CHEMBL2107588,SULFACLOMIDE,['SULFACLOMIDE'],Cc1nc(C)c(Cl)c(NS(=O)(=O)c2ccc(N)cc2)n1,CHEMBL2107588,success,312.78,2.13,2.0,5.0,3.0,97.97,2.0,20.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040862,,,
CHEMBL_CHEMBL2107589,CHEMBL2107589,CLANOBUTIN,['CLANOBUTIN'],COc1ccc(N(CCCC(=O)O)C(=O)c2ccc(Cl)cc2)cc1,CHEMBL2107589,success,347.80,3.86,1.0,3.0,7.0,66.84,2.0,24.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040865,,,
CHEMBL_CHEMBL2107590,CHEMBL2107590,ECIPRAMIDIL,['ECIPRAMIDIL'],COc1cc(C(=O)OCCCNCC2CC2(c2ccccc2)c2ccccc2)cc(OC)c1OC,CHEMBL2107590,success,475.59,4.86,1.0,6.0,12.0,66.02,3.0,35.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040868,,,
CHEMBL_CHEMBL2107592,CHEMBL2107592,BUCROMARONE,['BUCROMARONE'],CCCCN(CCCC)CCCOc1c(C)cc(C(=O)c2cc(=O)c3ccccc3o2)cc1C,CHEMBL2107592,success,463.62,6.31,0.0,5.0,13.0,59.75,3.0,34.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040871,,,
CHEMBL_CHEMBL2107593,CHEMBL2107593,SULFALOXIC ACID,['SULFALOXIC ACID'],O=C(NCO)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,CHEMBL2107593,success,393.38,0.57,5.0,6.0,6.0,161.90,2.0,27.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040873,,,
CHEMBL_CHEMBL2107594,CHEMBL2107594,BIFEPRAMIDE,['BIFEPRAMIDE'],CCN(CC)CCNC(=O)C(C)c1ccc(-c2ccccc2)cc1,CHEMBL2107594,success,324.47,3.92,1.0,2.0,8.0,32.34,2.0,24.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040876,,,
CHEMBL_CHEMBL2107595,CHEMBL2107595,CHLOROPREDNISONE ACETATE,['CHLOROPREDNISONE ACETATE'],CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](Cl)C4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,CHEMBL2107595,success,434.92,2.55,1.0,6.0,3.0,97.74,0.0,30.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040879,,,
CHEMBL_CHEMBL2107596,CHEMBL2107596,ZOMEBAZAM,['ZOMEBAZAM'],Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C,CHEMBL2107596,success,284.32,1.76,0.0,4.0,1.0,58.44,2.0,21.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040883,,,
CHEMBL_CHEMBL2107598,CHEMBL2107598,SUXETHONIUM CHLORIDE,['SUXETHONIUM CHLORIDE'],CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC.[Cl-].[Cl-],CHEMBL2107598,success,389.36,1.05,0.0,4.0,11.0,52.60,0.0,22.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040885,,,
CHEMBL_CHEMBL2107599,CHEMBL2107599,SULNIDAZOLE,['SULNIDAZOLE'],CCc1ncc([N+](=O)[O-])n1CCNC(=S)OC,CHEMBL2107599,success,258.30,0.87,1.0,6.0,5.0,82.22,1.0,17.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040889,,,
CHEMBL_CHEMBL2107601,CHEMBL2107601,TOLIODIUM CHLORIDE,['TOLIODIUM CHLORIDE'],Cc1ccc([I+]c2ccc(C)cc2)cc1.[Cl-],CHEMBL2107601,success,344.62,0.43,0.0,0.0,2.0,0.00,2.0,15.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040892,,,
CHEMBL_CHEMBL2107605,CHEMBL2107605,SUMACETAMOL,['SUMACETAMOL'],CSCCC(NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1,CHEMBL2107605,success,324.40,1.81,2.0,5.0,7.0,84.50,1.0,22.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040895,,,
CHEMBL_CHEMBL2107608,CHEMBL2107608,THEODRENALINE,['THEODRENALINE'],Cn1c(=O)c2c(ncn2CCNCC(O)c2ccc(O)c(O)c2)n(C)c1=O,CHEMBL2107608,success,375.39,-0.83,4.0,10.0,6.0,134.54,3.0,27.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040898,,,
CHEMBL_CHEMBL2107610,CHEMBL2107610,SULICRINAT,['SULICRINAT'],NS(=O)(=O)c1cc(C(=O)c2ccc(OCC(=O)O)c(Cl)c2Cl)ccc1Cl,CHEMBL2107610,success,438.67,2.99,2.0,5.0,6.0,123.76,2.0,26.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040901,,,
CHEMBL_CHEMBL2107611,CHEMBL2107611,SODIUM SULFIDE,['SODIUM SULFIDE'],[Na+].[Na+].[S-2],CHEMBL2107611,success,78.05,,,,,,,,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040904,,,
CHEMBL_CHEMBL2107612,CHEMBL2107612,DERIGLIDOLE,['DERIGLIDOLE'],CCCC1(C2=NCCN2)Cc2cccc3c2N1CC3,CHEMBL2107612,success,255.36,2.15,1.0,3.0,3.0,27.63,1.0,19.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040907,,,
CHEMBL_CHEMBL2107614,CHEMBL2107614,ETIPREDNOL DICLOACETATE,['ETIPREDNOL DICLOACETATE'],CCOC(=O)[C@@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CHEMBL2107614,success,485.40,3.91,1.0,6.0,4.0,89.90,0.0,32.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040910,,,
CHEMBL_CHEMBL2107615,CHEMBL2107615,ZIDOMETACIN,['ZIDOMETACIN'],COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(N=[N+]=[N-])cc1,CHEMBL2107615,success,364.36,4.22,1.0,5.0,5.0,117.29,3.0,27.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040913,,,
CHEMBL_CHEMBL2107617,CHEMBL2107617,TERCIPRAZINE,['TERCIPRAZINE'],C#CC1(OCC(O)CN2CCN(c3cccc(C(F)(F)F)c3)CC2)CCCCC1,CHEMBL2107617,success,410.48,3.54,1.0,4.0,6.0,35.94,1.0,29.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040916,,,
CHEMBL_CHEMBL2107620,CHEMBL2107620,TRICLACETAMOL,['TRICLACETAMOL'],O=C(Nc1ccc(O)cc1)C(Cl)(Cl)Cl,CHEMBL2107620,success,254.50,2.70,2.0,2.0,1.0,49.33,1.0,14.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040919,,,
CHEMBL_CHEMBL2107621,CHEMBL2107621,TELMESTEINE,['TELMESTEINE'],CCOC(=O)N1CSC[C@H]1C(=O)O,CHEMBL2107621,success,205.24,0.60,1.0,4.0,2.0,66.84,0.0,13.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040921,,,
CHEMBL_CHEMBL2107622,CHEMBL2107622,ASCORBYL GAMOLENATE,['ASCORBYL GAMOLENATE'],CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,CHEMBL2107622,success,436.55,4.73,3.0,7.0,16.0,113.29,0.0,31.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040924,,,
CHEMBL_CHEMBL2107625,CHEMBL2107625,BENAFENTRINE,['BENAFENTRINE'],COc1cc2c(cc1OC)[C@@H]1CN(C)CC[C@@H]1N=C2c1ccc(NC(C)=O)cc1,CHEMBL2107625,success,393.49,3.30,1.0,5.0,4.0,63.16,2.0,29.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040927,,,
CHEMBL_CHEMBL2107626,CHEMBL2107626,TRABOXOPINE,['TRABOXOPINE'],CC(CN(C)C)CN1c2ccccc2OCOc2ccc(Cl)cc21,CHEMBL2107626,success,346.86,4.40,0.0,4.0,4.0,24.94,2.0,24.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040929,,,
CHEMBL_CHEMBL2107628,CHEMBL2107628,CLOTIOXONE,['CLOTIOXONE'],O=c1oc(-c2ccccc2)nn1SC(Cl)(Cl)Cl,CHEMBL2107628,success,311.58,3.33,0.0,5.0,2.0,48.03,2.0,17.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040931,,,
CHEMBL_CHEMBL2107629,CHEMBL2107629,TOLPENTAMIDE,['TOLPENTAMIDE'],Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,CHEMBL2107629,success,282.37,1.93,2.0,3.0,3.0,75.27,1.0,19.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040934,,,
CHEMBL_CHEMBL2107630,CHEMBL2107630,TREPIRIUM IODIDE,['TREPIRIUM IODIDE'],C[N+](C)(C)CCOC(=O)C1CCC[N+]1(C)C.[I-].[I-],CHEMBL2107630,success,484.16,0.47,0.0,2.0,4.0,26.30,0.0,16.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040936,,,
CHEMBL_CHEMBL2107633,CHEMBL2107633,TOLUFAZEPAM,['TOLUFAZEPAM'],Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1,CHEMBL2107633,success,487.41,4.96,0.0,4.0,5.0,66.81,3.0,32.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040938,,,
CHEMBL_CHEMBL2107634,CHEMBL2107634,IOTRIZOIC ACID,['IOTRIZOIC ACID'],COCCOCCOCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,CHEMBL2107634,success,763.10,2.85,2.0,7.0,16.0,112.55,1.0,30.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040941,,,
CHEMBL_CHEMBL2107636,CHEMBL2107636,CEFAZEDONE,['CEFAZEDONE'],Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1,CHEMBL2107636,success,548.46,1.85,2.0,10.0,7.0,134.49,2.0,33.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040944,,,
CHEMBL_CHEMBL2107637,CHEMBL2107637,ECENOFLOXACIN,['ECENOFLOXACIN'],C[C@@]12C[C@H](N)[C@@H]1CN(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)C2,CHEMBL2107637,success,372.40,1.74,2.0,6.0,3.0,101.45,2.0,27.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040946,,,
CHEMBL_CHEMBL2107638,CHEMBL2107638,DIVABUTEROL,['DIVABUTEROL'],CC(C)(C)NCC(O)c1cc(OC(=O)C(C)(C)C)cc(OC(=O)C(C)(C)C)c1,CHEMBL2107638,success,393.52,4.01,2.0,6.0,5.0,84.86,1.0,28.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040949,,,
CHEMBL_CHEMBL2107639,CHEMBL2107639,FENOCINOL,['FENOCINOL'],COc1ccc(C(C)(O)c2ccccc2)c(OC)c1,CHEMBL2107639,success,258.32,2.96,1.0,3.0,4.0,38.69,2.0,19.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040952,,,
CHEMBL_CHEMBL2107641,CHEMBL2107641,NAFTYPRAMIDE,['NAFTYPRAMIDE'],CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,CHEMBL2107641,success,298.43,3.17,1.0,2.0,6.0,46.33,2.0,22.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040955,,,
CHEMBL_CHEMBL2107643,CHEMBL2107643,VELARESOL,['VELARESOL'],O=Cc1c(O)cccc1OCCCCC(=O)O,CHEMBL2107643,success,238.24,1.84,2.0,4.0,7.0,83.83,1.0,17.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040957,,,
CHEMBL_CHEMBL2107644,CHEMBL2107644,NAMIROTENE,['NAMIROTENE'],C/C(=C\c1ccc(C(=O)O)cc1)c1ccc(C(C)C)s1,CHEMBL2107644,success,286.40,5.13,1.0,2.0,4.0,37.30,2.0,20.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040960,,,
CHEMBL_CHEMBL2107645,CHEMBL2107645,NAFENODONE,['NAFENODONE'],CN(C)CCC1(c2ccccc2)CCc2ccccc2C1=O,CHEMBL2107645,success,293.41,3.71,0.0,2.0,4.0,20.31,2.0,22.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040962,,,
CHEMBL_CHEMBL2107649,CHEMBL2107649,TRAZIUM ESILATE,['TRAZIUM ESILATE'],CCS(=O)(=O)[O-].OC1(c2ccc(Cl)cc2)NC=N[n+]2ccc3ccccc3c21,CHEMBL2107649,success,419.89,2.37,2.0,3.0,1.0,48.50,3.0,22.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040964,,,
CHEMBL_CHEMBL2107650,CHEMBL2107650,FUROFENAC,['FUROFENAC'],CCC1Cc2cc(CC(=O)O)ccc2O1,CHEMBL2107650,success,206.24,2.03,1.0,2.0,3.0,46.53,1.0,15.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040966,,,
CHEMBL_CHEMBL2107651,CHEMBL2107651,VALDIPROMIDE,['VALDIPROMIDE'],CCCC(CCC)(CCC)C(N)=O,CHEMBL2107651,success,185.31,2.86,1.0,1.0,7.0,43.09,0.0,13.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040969,,,
CHEMBL_CHEMBL2107652,CHEMBL2107652,BENOXAFOS,['BENOXAFOS'],CCOP(=S)(OCC)SCc1nc2cc(Cl)cc(Cl)c2o1,CHEMBL2107652,success,386.26,5.67,0.0,6.0,7.0,44.49,2.0,21.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040971,,,
CHEMBL_CHEMBL2107653,CHEMBL2107653,GUAIETOLIN,['GUAIETOLIN'],CCOc1ccccc1OCC(O)CO,CHEMBL2107653,success,212.25,0.82,2.0,4.0,6.0,58.92,1.0,15.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.040974,,,
CHEMBL_CHEMBL2107654,CHEMBL2107654,CLORINDANIC ACID,['CLORINDANIC ACID'],O=C(O)c1cc(Cl)c2c(c1O)CCC2,CHEMBL2107654,success,212.63,2.23,2.0,2.0,1.0,57.53,1.0,14.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041246,,,
CHEMBL_CHEMBL2107655,CHEMBL2107655,BICLOTYMOL,['BICLOTYMOL'],Cc1c(Cl)cc(C(C)C)c(O)c1Cc1c(C)c(Cl)cc(C(C)C)c1O,CHEMBL2107655,success,381.34,6.86,2.0,2.0,4.0,40.46,2.0,25.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041249,,,
CHEMBL_CHEMBL2107657,CHEMBL2107657,DIPROTEVERINE,['DIPROTEVERINE'],CCOc1ccc(CC2=NCCc3cc(OC(C)C)c(OC(C)C)cc32)cc1OCC,CHEMBL2107657,success,425.57,5.65,0.0,5.0,10.0,49.28,2.0,31.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041252,,,
CHEMBL_CHEMBL2107658,CHEMBL2107658,TOSAGESTIN,['TOSAGESTIN'],C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21C,CHEMBL2107658,success,308.42,3.43,1.0,2.0,0.0,37.30,0.0,23.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041254,,,
CHEMBL_CHEMBL2107659,CHEMBL2107659,TOPTERONE,['TOPTERONE'],CCC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL2107659,success,330.51,5.05,1.0,2.0,2.0,37.30,0.0,24.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041256,,,
CHEMBL_CHEMBL2107661,CHEMBL2107661,NABAZENIL,['NABAZENIL'],CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,CHEMBL2107661,success,537.83,9.31,0.0,4.0,11.0,38.77,1.0,39.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041259,,,
CHEMBL_CHEMBL2107662,CHEMBL2107662,CINNAMAVERINE,['CINNAMAVERINE'],CCN(CC)CCOC(=O)/C(=C\c1ccccc1)c1ccccc1,CHEMBL2107662,success,323.44,4.11,0.0,3.0,8.0,29.54,2.0,24.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041261,,,
CHEMBL_CHEMBL2107667,CHEMBL2107667,AMANTOCILLIN,['AMANTOCILLIN'],CC1(C)S[C@@H]2[C@H](NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,CHEMBL2107667,success,393.51,0.92,3.0,5.0,3.0,112.73,0.0,27.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041263,,,
CHEMBL_CHEMBL2107668,CHEMBL2107668,TOMOGLUMIDE,['TOMOGLUMIDE'],CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(C)c(C)c1,CHEMBL2107668,success,418.58,4.48,2.0,3.0,14.0,86.71,1.0,30.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041266,,,
CHEMBL_CHEMBL2107669,CHEMBL2107669,VIPROSTOL,['VIPROSTOL'],C=CC(O)(C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)OC)CCCC,CHEMBL2107669,success,392.54,3.90,2.0,5.0,13.0,83.83,0.0,28.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041271,,,
CHEMBL_CHEMBL2107671,CHEMBL2107671,TOLOCONIUM METILSULFATE,['TOLOCONIUM METILSULFATE'],CCCCCCCCCCCC(c1ccc(C)cc1)[N+](C)(C)C.COS(=O)(=O)[O-],CHEMBL2107671,success,429.67,6.66,0.0,0.0,12.0,0.00,1.0,23.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041274,,,
CHEMBL_CHEMBL2107674,CHEMBL2107674,TRADECAMIDE,['TRADECAMIDE'],CN(C)C(=O)CCCCCCCCCCCCO,CHEMBL2107674,success,257.42,3.36,1.0,2.0,12.0,40.54,0.0,18.0,0,,,,2.0,Phase_2.0,,chembl_robust,Small molecule,2025-09-01T16:07:10.041276,,,
