compound_id,primary_drug,all_drug_names,smiles,smiles_source,mapping_status,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,max_clinical_phase,clinical_status,primary_condition,nct_id,trial_title,enrollment_count,start_date,completion_date,data_source,compound_type,study_type,primary_phase,overall_status,lead_sponsor,sponsor_class,collected_date,efficacy_score,safety_score,success_probability
CHEMBL_CHEMBL564085,TROLEANDOMYCIN,['TROLEANDOMYCIN'],CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,CHEMBL564085,success,813.98,3.62,0.0,16.0,9.0,184.19,0.0,57.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061464,,,1.0
CHEMBL_CHEMBL553025,VINORELBINE,['VINORELBINE'],CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,CHEMBL553025,success,778.95,4.75,2.0,11.0,7.0,133.87,3.0,57.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061467,,,1.0
CHEMBL_CHEMBL539697,DABIGATRAN ETEXILATE,['DABIGATRAN ETEXILATE'],CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CHEMBL539697,success,627.75,5.81,3.0,10.0,15.0,151.53,4.0,46.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061470,,,1.0
CHEMBL_CHEMBL1734,SOLIFENACIN,['SOLIFENACIN'],O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,CHEMBL1734,success,362.47,3.86,0.0,3.0,2.0,32.78,2.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061473,,,1.0
CHEMBL_CHEMBL551466,ACLIDINIUM BROMIDE,['ACLIDINIUM BROMIDE'],O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1.[Br-],CHEMBL551466,success,564.57,4.67,1.0,6.0,9.0,55.76,3.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061476,,,1.0
CHEMBL_CHEMBL1735,INDINAVIR SULFATE,['INDINAVIR SULFATE'],CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,CHEMBL1735,success,711.88,2.87,4.0,7.0,11.0,118.03,3.0,45.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061479,,,1.0
CHEMBL_CHEMBL550495,METHYLENE BLUE,['METHYLENE BLUE'],CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-],CHEMBL550495,success,373.91,2.50,0.0,3.0,1.0,19.14,1.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061483,,,1.0
CHEMBL_CHEMBL1736,METRIZOIC ACID,['METRIZOIC ACID'],CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,CHEMBL1736,success,627.94,3.14,2.0,3.0,3.0,86.71,1.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061486,,,1.0
CHEMBL_CHEMBL557555,CIPROFIBRATE,['CIPROFIBRATE'],CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,CHEMBL557555,success,289.16,3.59,1.0,2.0,4.0,46.53,1.0,18.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061489,,,1.0
CHEMBL_CHEMBL538943,VINORELBINE TARTRATE,['VINORELBINE TARTRATE'],CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,CHEMBL538943,success,1079.12,4.75,2.0,11.0,7.0,133.87,3.0,57.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061492,,,1.0
CHEMBL_CHEMBL1737,SILDENAFIL CITRATE,['SILDENAFIL CITRATE'],CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,CHEMBL1737,success,666.71,1.61,1.0,8.0,7.0,113.42,3.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061495,,,1.0
CHEMBL_CHEMBL550348,DEFERASIROX,['DEFERASIROX'],O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,CHEMBL550348,success,373.37,3.71,3.0,6.0,4.0,108.47,4.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061498,,,1.0
CHEMBL_CHEMBL1738,DEXRAZOXANE,['DEXRAZOXANE'],C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CHEMBL1738,success,268.27,-2.71,2.0,6.0,3.0,98.82,0.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061501,,,1.0
CHEMBL_CHEMBL1739,METOCURINE IODIDE,['METOCURINE IODIDE'],COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],CHEMBL1739,success,906.64,7.45,0.0,6.0,4.0,55.38,4.0,48.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061505,,,1.0
CHEMBL_CHEMBL1741,CLARITHROMYCIN,['CLARITHROMYCIN'],CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL1741,success,747.96,2.44,4.0,14.0,8.0,182.91,0.0,52.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061508,,,1.0
CHEMBL_CHEMBL576982,QUIZARTINIB,['QUIZARTINIB'],CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,CHEMBL576982,success,560.68,5.86,2.0,9.0,7.0,106.16,5.0,40.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061511,,,1.0
CHEMBL_CHEMBL566534,ARTEMETHER,['ARTEMETHER'],CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,CHEMBL566534,success,298.38,2.84,0.0,5.0,1.0,46.15,0.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061514,,,1.0
CHEMBL_CHEMBL566315,OBETICHOLIC ACID,['OBETICHOLIC ACID'],CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,CHEMBL566315,success,420.63,5.11,3.0,3.0,5.0,77.76,0.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061518,,,1.0
CHEMBL_CHEMBL566752,FLORBETABEN F18,['FLORBETABEN F18'],CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1,CHEMBL566752,success,358.44,4.28,1.0,4.0,12.0,39.72,2.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061522,,,1.0
CHEMBL_CHEMBL567597,ARTEMISININ,['ARTEMISININ'],C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,CHEMBL567597,success,282.34,2.39,0.0,5.0,0.0,53.99,0.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061525,,,1.0
CHEMBL_CHEMBL1746,SODIUM PHENYLBUTYRATE,['SODIUM PHENYLBUTYRATE'],O=C([O-])CCCc1ccccc1.[Na+],CHEMBL1746,success,186.19,2.09,1.0,1.0,4.0,37.30,1.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061528,,,1.0
CHEMBL_CHEMBL579205,FLUTEMETAMOL,['FLUTEMETAMOL'],CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,CHEMBL579205,success,274.32,3.85,2.0,4.0,2.0,45.15,3.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061531,,,1.0
CHEMBL_CHEMBL1747,TOBRAMYCIN,['TOBRAMYCIN'],NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,CHEMBL1747,success,467.52,-6.30,10.0,14.0,6.0,268.17,0.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061534,,,1.0
CHEMBL_CHEMBL569713,SCOPOLAMINE,['SCOPOLAMINE'],CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,CHEMBL569713,success,303.36,0.92,1.0,5.0,4.0,62.30,1.0,22.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061537,,,1.0
CHEMBL_CHEMBL571546,TIRBANIBULIN,['TIRBANIBULIN'],O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,CHEMBL571546,success,431.54,3.32,1.0,5.0,9.0,63.69,3.0,32.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061540,,,1.0
CHEMBL_CHEMBL1749,EDETATE DISODIUM ANHYDROUS,['EDETATE DISODIUM ANHYDROUS'],O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],CHEMBL1749,success,336.21,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061543,,,1.0
CHEMBL_CHEMBL1750,CLOFARABINE,['CLOFARABINE'],Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,CHEMBL1750,success,303.68,-0.35,3.0,8.0,2.0,119.31,2.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061547,,,1.0
CHEMBL_CHEMBL576127,FENSPIRIDE,['FENSPIRIDE'],O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,CHEMBL576127,success,260.34,1.80,1.0,3.0,3.0,41.57,1.0,19.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061550,,,1.0
CHEMBL_CHEMBL1751,DIGOXIN,['DIGOXIN'],C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CHEMBL1751,success,780.95,2.22,6.0,14.0,7.0,203.06,0.0,55.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061553,,,1.0
CHEMBL_CHEMBL1752,DYPHYLLINE,['DYPHYLLINE'],Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,CHEMBL1752,success,254.25,-2.21,2.0,8.0,3.0,102.28,2.0,18.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061557,,,1.0
CHEMBL_CHEMBL1753,CLINDAMYCIN,['CLINDAMYCIN'],CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,CHEMBL1753,success,424.99,0.39,4.0,7.0,7.0,102.26,0.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061560,,,1.0
CHEMBL_CHEMBL1754,DOXAPRAM,['DOXAPRAM'],CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,CHEMBL1754,success,378.52,3.17,0.0,3.0,6.0,32.78,2.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061563,,,1.0
CHEMBL_CHEMBL1755,CONIVAPTAN,['CONIVAPTAN'],Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,CHEMBL1755,success,498.59,6.51,2.0,3.0,4.0,78.09,5.0,38.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061567,,,1.0
CHEMBL_CHEMBL1756,ESTRAMUSTINE PHOSPHATE,['ESTRAMUSTINE PHOSPHATE'],C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,CHEMBL1756,success,520.39,5.30,2.0,4.0,7.0,96.30,1.0,33.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061571,,,1.0
CHEMBL_CHEMBL1757,FOSFOMYCIN,['FOSFOMYCIN'],C[C@@H]1O[C@@H]1P(=O)(O)O,CHEMBL1757,success,138.06,-0.09,2.0,2.0,1.0,70.06,0.0,8.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061574,,,1.0
CHEMBL_CHEMBL1760,TERBUTALINE,['TERBUTALINE'],CC(C)(C)NCC(O)c1cc(O)cc(O)c1,CHEMBL1760,success,225.29,1.52,4.0,4.0,3.0,72.72,1.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061577,,,1.0
CHEMBL_CHEMBL1761,PROCYCLIDINE HYDROCHLORIDE,['PROCYCLIDINE HYDROCHLORIDE'],Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,CHEMBL1761,success,323.91,3.94,1.0,2.0,5.0,23.47,1.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061580,,,1.0
CHEMBL_CHEMBL1762,TOCAINIDE,['TOCAINIDE'],Cc1cccc(C)c1NC(=O)C(C)N,CHEMBL1762,success,192.26,1.59,2.0,2.0,2.0,55.12,1.0,14.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061583,,,1.0
CHEMBL_CHEMBL1763,HYDROFLUMETHIAZIDE,['HYDROFLUMETHIAZIDE'],NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,CHEMBL1763,success,331.30,0.01,3.0,5.0,1.0,118.36,1.0,20.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061586,,,1.0
CHEMBL_CHEMBL1764,LEVOMEPROMAZINE,['LEVOMEPROMAZINE'],COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,CHEMBL1764,success,328.48,4.50,0.0,4.0,5.0,15.71,2.0,23.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061589,,,1.0
CHEMBL_CHEMBL1766,DESOXIMETASONE,['DESOXIMETASONE'],C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,CHEMBL1766,success,376.47,2.78,2.0,4.0,2.0,74.60,0.0,27.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061592,,,1.0
CHEMBL_CHEMBL1768,BETHANECHOL CHLORIDE,['BETHANECHOL CHLORIDE'],CC(C[N+](C)(C)C)OC(N)=O.[Cl-],CHEMBL1768,success,196.68,0.18,1.0,2.0,3.0,52.32,0.0,11.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061595,,,1.0
CHEMBL_CHEMBL1769,PROPOXYCAINE HYDROCHLORIDE,['PROPOXYCAINE HYDROCHLORIDE'],CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl,CHEMBL1769,success,330.86,2.56,1.0,5.0,9.0,64.79,1.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061598,,,1.0
CHEMBL_CHEMBL1770,LEVAMISOLE HYDROCHLORIDE,['LEVAMISOLE HYDROCHLORIDE'],Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CHEMBL1770,success,240.76,2.15,0.0,3.0,1.0,15.60,1.0,14.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061602,,,1.0
CHEMBL_CHEMBL591665,SODIUM ASCORBATE,['SODIUM ASCORBATE'],O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],CHEMBL591665,success,198.11,,,,,,,,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061605,,,1.0
CHEMBL_CHEMBL590540,CYSTINE,['CYSTINE'],N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,CHEMBL590540,success,240.31,-0.81,4.0,6.0,7.0,126.64,0.0,14.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061608,,,1.0
CHEMBL_CHEMBL1771,CLOPIDOGREL,['CLOPIDOGREL'],COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,CHEMBL1771,success,321.83,3.67,0.0,4.0,3.0,29.54,2.0,21.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061611,,,1.0
CHEMBL_CHEMBL1773,CAPECITABINE,['CAPECITABINE'],CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,CHEMBL1773,success,359.35,0.76,3.0,8.0,6.0,122.91,1.0,25.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061615,,,1.0
CHEMBL_CHEMBL589586,MONOMETHYL FUMARATE,['MONOMETHYL FUMARATE'],COC(=O)/C=C/C(=O)O,CHEMBL589586,success,130.10,-0.20,1.0,3.0,2.0,63.60,0.0,9.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061618,,,1.0
CHEMBL_CHEMBL601719,CRIZOTINIB,['CRIZOTINIB'],C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CHEMBL601719,success,450.35,5.04,2.0,6.0,5.0,77.99,3.0,30.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061621,,,1.0
CHEMBL_CHEMBL605846,OLODATEROL,['OLODATEROL'],COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,CHEMBL605846,success,386.45,2.38,4.0,6.0,7.0,100.05,2.0,28.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061624,,,1.0
CHEMBL_CHEMBL607710,CHLORPHENESIN CARBAMATE,['CHLORPHENESIN CARBAMATE'],NC(=O)OCC(O)COc1ccc(Cl)cc1,CHEMBL607710,success,245.66,1.18,2.0,4.0,5.0,81.78,1.0,16.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061627,,,1.0
CHEMBL_CHEMBL606260,CARBENICILLIN DISODIUM,['CARBENICILLIN DISODIUM'],CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],CHEMBL606260,success,422.37,0.49,3.0,5.0,5.0,124.01,1.0,26.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061630,,,1.0
CHEMBL_CHEMBL604608,FRUCTOSE,['FRUCTOSE'],OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,CHEMBL604608,success,180.16,-3.22,5.0,6.0,2.0,110.38,0.0,12.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061633,,,1.0
CHEMBL_CHEMBL608533,MIDOSTAURIN,['MIDOSTAURIN'],CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CHEMBL608533,success,570.65,5.91,1.0,6.0,3.0,77.73,6.0,43.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061636,,,1.0
CHEMBL_CHEMBL607400,BRIVARACETAM,['BRIVARACETAM'],CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,CHEMBL607400,success,212.29,0.90,1.0,2.0,5.0,63.40,0.0,15.0,0,,,,4.0,Approved,Multiple,,,,,,chembl_api,Small molecule,APPROVED_DRUG,PHASE4,APPROVED,ChEMBL_Database,DATABASE,2025-09-01T15:24:43.061639,,,1.0
