chembl_id,canonical_smiles,primary_drug,mol_molecular_weight,mol_logp,mol_num_hbd,mol_num_hba,mol_num_rotatable_bonds,mol_tpsa,mol_num_aromatic_rings,mol_num_heavy_atoms,mol_formal_charge,mol_num_rings,mol_num_heteroatoms,mol_fraction_csp3,tox_herg_ic50_uM,tox_herg_risk,tox_cyp3a4_inhib,tox_cyp2d6_inhib,tox_cyp1a2_inhib,tox_cyp_risk,tox_ames,tox_ames_risk,tox_dili_risk,tox_bbb_perm,tox_data_sources
CHEMBL288074,COC1C(OC(=O)c2cccn2C)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccccc4)c(=O)oc3c2C)OC1(C)C,ChEMBL_CHEMBL288074,592.6,3.51,3.0,11.0,7.0,158.69,4.0,43.0,0,,,,,high,,,,medium,,high,medium,,[]
CHEMBL288282,COC1C(OC(=O)c2c(C)ncn2Cc2ccccc2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccccc4)c(=O)oc3c2C)OC1(C)C,ChEMBL_CHEMBL288282,683.71,4.73,3.0,12.0,9.0,171.58,5.0,50.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL41437,CCOC(=O)/C=C/[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)n1cccc(NC(=O)C2CCCC2)c1=O,ChEMBL_CHEMBL41437,536.63,2.63,3.0,7.0,13.0,149.59,2.0,39.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL43530,CCc1nc2c(n1Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(O)(CC(=O)O)CCCC2,ChEMBL_CHEMBL43530,472.55,3.73,3.0,7.0,7.0,129.81,4.0,35.0,0,,,,,high,,,,medium,,high,medium,,[]
CHEMBL297408,N=C(N)N1CCC(CNC(=O)CNC(=O)OCc2ccc(COC(=O)NCC(=O)NCC3CCN(C(=N)N)CC3)cc2)CC1,ChEMBL_CHEMBL297408,616.72,-0.42,8.0,8.0,12.0,241.08,1.0,44.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL43938,N=C(N)c1ccc(C(=O)NCC2CCN(C(=O)O[C@H]3CCC[C@@H](OC(=O)N4CCC(CNC(=O)c5ccc(C(=N)N)cc5)CC4)CCC3)CC2)cc1,ChEMBL_CHEMBL43938,716.88,4.2,6.0,8.0,10.0,217.02,2.0,52.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL296286,CC[C@H]1C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](C)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]1O,ChEMBL_CHEMBL296286,567.76,3.25,3.0,9.0,5.0,125.76,0.0,40.0,0,,,,,high,,,,medium,,low,medium,,[]
CHEMBL40715,CC(C)Oc1c(C(=O)Nc2nn[nH]n2)oc2c3ccccc3n(-c3ccccc3)c12,ChEMBL_CHEMBL40715,402.41,3.93,2.0,7.0,5.0,110.86,5.0,30.0,0,,,,,high,,,,medium,,high,medium,,[]
CHEMBL290627,CN(C)c1cccc(OCCCn2cnc(-c3ccccc3)c2)c1NC(=O)NC1CCCCC1,ChEMBL_CHEMBL290627,461.61,5.54,2.0,5.0,9.0,71.42,3.0,34.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL41960,CCCNC(=O)Nc1c(OCCCn2cnc(-c3ccccc3)c2)cccc1N(C)C,ChEMBL_CHEMBL41960,421.55,4.62,2.0,5.0,10.0,71.42,3.0,31.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL41127,CCCCCNC(=O)Nc1c(NCCCn2cnc(-c3ccccc3)c2C)cccc1N(C)C,ChEMBL_CHEMBL41127,462.64,5.74,3.0,5.0,12.0,74.22,3.0,34.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL288832,CCCCc1nc2c(n1Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)/C(=C/C(=O)O)CCCC2,ChEMBL_CHEMBL288832,482.59,5.32,2.0,6.0,8.0,109.58,4.0,36.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL42151,COc1ccc(C(=O)Oc2cccc3c2C(=O)C(N2CC2)=C(N2CC2)C3=O)cc1,ChEMBL_CHEMBL42151,390.39,2.14,0.0,7.0,5.0,75.69,2.0,29.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL42152,COc1ccc(S(=O)(=O)C(CC(=O)NO)c2cccc(Oc3ccccc3)c2)cc1OC1CCCC1,ChEMBL_CHEMBL42152,511.6,5.22,2.0,7.0,10.0,111.16,3.0,36.0,0,,,,,high,,,,high,,medium,high,,[]
CHEMBL42106,C/N=C1\C=C(O)c2c(O)cccc2C1=O,ChEMBL_CHEMBL42106,203.2,1.56,2.0,4.0,0.0,69.89,1.0,15.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL441035,COc1cc(/C=C/c2cc(OC)cc(OC)c2)cc(OC)c1,ChEMBL_CHEMBL441035,300.35,3.89,0.0,4.0,6.0,36.92,2.0,22.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL44444,O=c1c(O)cccn1C1OC(CO)C(O)C1O,ChEMBL_CHEMBL44444,243.22,-1.83,4.0,7.0,2.0,112.15,1.0,17.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL295082,Cc1nccc(O)c1O,ChEMBL_CHEMBL295082,125.13,0.8,2.0,3.0,0.0,53.35,1.0,9.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL44075,CC(C)C[C@H](NC(=O)C(F)(F)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,ChEMBL_CHEMBL44075,865.03,4.12,7.0,8.0,22.0,218.05,3.0,62.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL298431,CCCCCOC(=O)CC(CO)CCn1cnc2c(O)nc(N)nc21,ChEMBL_CHEMBL298431,351.41,1.24,3.0,9.0,10.0,136.38,2.0,25.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL44471,CCCCCNC(=O)Nc1c(OCCCn2nc3ccccc3n2)cccc1N(C)C,ChEMBL_CHEMBL44471,424.55,4.28,2.0,6.0,11.0,84.31,3.0,31.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL42045,CCCCCNC(=O)Nc1c(SCCCn2cnc(-c3ccccc3)c2C)cccc1N(C)C,ChEMBL_CHEMBL42045,479.69,6.42,2.0,5.0,12.0,62.19,3.0,34.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL42735,N=C(N)c1ccc(NC(=O)[C@H]2C[C@@H]2C(=O)Nc2ccc(C(=N)N)cc2)cc1,ChEMBL_CHEMBL42735,364.41,1.47,6.0,4.0,6.0,157.94,2.0,27.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL297117,CONc1ncnc2c1ncn2C1OC(CO)CC1F,ChEMBL_CHEMBL297117,283.26,0.42,2.0,8.0,4.0,94.32,2.0,20.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL44393,Cc1cc(C)c(S(=O)(=O)N/N=C/c2cc3c(cc2[N+](=O)[O-])NC(CNC(C)C)CC3)c(C)c1,ChEMBL_CHEMBL44393,473.6,3.56,3.0,7.0,8.0,125.73,2.0,33.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL297193,COc1ccc(C(=O)Nc2cnc3c(c2)CN(C)CC3(C)C)cc1F,ChEMBL_CHEMBL297193,343.4,3.2,1.0,4.0,3.0,54.46,2.0,25.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL42750,COc1ccc(C(=O)Nc2cnc3c(c2)CN(C)CC3(C)C)cc1Cl,ChEMBL_CHEMBL42750,359.86,3.72,1.0,4.0,3.0,54.46,2.0,25.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL298258,COc1ccc(S(=O)(=O)C(CCc2ccc(OCc3ccccc3)cc2)CC(=O)NO)cc1OC1CCCC1,ChEMBL_CHEMBL298258,553.68,5.27,2.0,7.0,13.0,111.16,3.0,39.0,0,,,,,high,,,,high,,medium,high,,[]
CHEMBL44245,CC(c1ccccc1)N1Cc2ccccc2C1=O,ChEMBL_CHEMBL44245,237.3,3.4,0.0,1.0,2.0,20.31,2.0,18.0,0,,,,,medium,,,,low,,medium,low,,[]
CHEMBL42210,O=C(O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O,ChEMBL_CHEMBL42210,281.31,2.34,1.0,2.0,4.0,57.61,2.0,21.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL42211,O=C(O)[C@H](c1ccccc1)N1Cc2ccccc2C1=O,ChEMBL_CHEMBL42211,267.28,2.47,1.0,2.0,3.0,57.61,2.0,20.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL44464,COC(=O)c1ccc(-n2c(C)ccc2-c2ccc(F)cc2)cc1,ChEMBL_CHEMBL44464,309.34,4.38,0.0,3.0,3.0,31.23,3.0,23.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL442349,CC(=O)c1ccc(-n2c(C)ccc2-c2ccc(F)cc2)cc1,ChEMBL_CHEMBL442349,293.34,4.79,0.0,2.0,3.0,22.0,3.0,22.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL298079,COc1ccc(-c2ccc(C)n2-c2ccc(C(C)=O)cc2)cc1,ChEMBL_CHEMBL298079,305.38,4.66,0.0,3.0,4.0,31.23,3.0,23.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL43664,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,ChEMBL_CHEMBL43664,363.41,4.37,1.0,4.0,7.0,68.53,3.0,27.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL43861,Cc1nc2c(n1Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(O)(CC(=O)O)CCCC2,ChEMBL_CHEMBL43861,458.52,3.48,3.0,7.0,6.0,129.81,4.0,34.0,0,,,,,high,,,,medium,,high,medium,,[]
CHEMBL289632,Cn1c(-c2ccccc2)c(C2CCC(C(=O)O)(C(=O)O)CC2)c2ccccc21,ChEMBL_CHEMBL289632,377.44,4.66,2.0,3.0,4.0,79.53,3.0,28.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL287842,CN(C)c1cccc(OCCCn2cnc(-c3ccccc3)c2)c1NC(=O)NC1CCCC1,ChEMBL_CHEMBL287842,447.58,5.15,2.0,5.0,9.0,71.42,3.0,33.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL44182,O=C(N[C@@H](Cc1ccc(OCC2CO2)cc1)C(=O)Nc1ccc([N+](=O)[O-])cc1)c1ccccc1,ChEMBL_CHEMBL44182,461.47,3.35,2.0,6.0,10.0,123.1,3.0,34.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL44183,CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2,ChEMBL_CHEMBL44183,374.44,3.13,1.0,4.0,4.0,67.23,3.0,28.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL296932,CC(=O)Nc1ccc(/C=C/C(=O)N(C)Cc2cc3ccccc3n2C)cn1,ChEMBL_CHEMBL296932,362.43,3.2,1.0,4.0,5.0,67.23,3.0,27.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL432881,CCn1c(-c2ccccc2)c(C2=CCC(C(=O)O)(C(=O)O)CC2)c2ccccc21,ChEMBL_CHEMBL432881,389.45,5.05,2.0,3.0,5.0,79.53,3.0,29.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL44394,C[S+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.[I-],ChEMBL_CHEMBL44394,463.84,5.21,0.0,2.0,4.0,3.24,2.0,21.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL43395,COc1cc(/C=C/c2ccc(OC)cc2O)cc(OC)c1,ChEMBL_CHEMBL43395,286.33,3.59,1.0,4.0,5.0,47.92,2.0,21.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL290481,COC1C(OC(=O)c2ccco2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccccc4)c(=O)oc3c2C)OC1(C)C,ChEMBL_CHEMBL290481,579.56,3.77,3.0,11.0,7.0,166.9,4.0,42.0,0,,,,,high,,,,medium,,high,medium,,[]
CHEMBL43973,COC1C(OC(=O)c2ccc(C)s2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccccc4)c(=O)oc3c2C)OC1(C)C,ChEMBL_CHEMBL43973,609.65,4.54,3.0,11.0,7.0,153.76,4.0,43.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL295423,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccccc4)c(=O)oc3c2C)OC1(C)C,ChEMBL_CHEMBL295423,592.6,3.81,4.0,10.0,7.0,169.55,4.0,43.0,0,,,,,high,,,,medium,,high,medium,,[]
CHEMBL43977,Cc1cc(C)cc(C(=O)N2CC[C@H](NCc3ccnc4ccccc34)C[C@@H]2Cc2ccccc2)c1,ChEMBL_CHEMBL43977,463.63,5.86,1.0,3.0,6.0,45.23,4.0,35.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL288771,CCCCCNC(=O)Nc1c(OCCCNCCc2ccccc2)cccc1N(C)C,ChEMBL_CHEMBL288771,426.61,4.67,3.0,4.0,14.0,65.63,2.0,31.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL297883,Cc1cc(C)cc(C(=O)N2CC[C@@H](NCc3ccnc4ccccc34)C[C@@H]2Cc2ccccc2)c1,ChEMBL_CHEMBL297883,463.63,5.86,1.0,3.0,6.0,45.23,4.0,35.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL42639,COc1cc(-c2oc3c(OC)cc(CCCO)cc3c2C=O)ccc1O,ChEMBL_CHEMBL42639,356.37,3.56,2.0,6.0,7.0,89.13,3.0,26.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL44295,CCCc1nc2c(n1Cc1ccc(-n3cccc3-c3nn[nH]n3)cc1)/C(=C/C(=O)O)CCCC2,ChEMBL_CHEMBL44295,457.54,4.05,2.0,7.0,7.0,114.51,4.0,34.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL295021,N[C@H](Cc1nc2cccc(Cl)c2cc1CP(=O)(O)O)C(=O)O,ChEMBL_CHEMBL295021,344.69,1.52,4.0,4.0,5.0,133.74,2.0,22.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL44416,Cc1cc(/C=C/C(=O)N(C)Cc2cc3ccccc3n2C)cnc1N,ChEMBL_CHEMBL44416,334.42,3.14,1.0,4.0,4.0,64.15,3.0,25.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL44156,COc1cc(/C=N/c2ccc(OC)cc2OC)cc(OC)c1,ChEMBL_CHEMBL44156,301.34,3.47,0.0,5.0,6.0,49.28,2.0,22.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL42427,COc1cc(OC)cc(C(=O)Nc2ccc(OC)cc2OC)c1,ChEMBL_CHEMBL42427,317.34,2.97,1.0,5.0,6.0,66.02,2.0,23.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL42428,COc1cc(/C=C/c2cccs2)cc(OC)c1,ChEMBL_CHEMBL42428,246.33,3.94,0.0,3.0,4.0,18.46,2.0,17.0,0,,,,,medium,,,,low,,medium,low,,[]
CHEMBL42429,OCC1C[C@@H](F)C(n2cnc3c(O)ncnc32)O1,ChEMBL_CHEMBL42429,254.22,0.15,2.0,7.0,2.0,93.29,2.0,18.0,0,,,,,low,,,,low,,medium,low,,[]
CHEMBL42580,O=C1C=C(CO)C(=O)C(CO)=C1,ChEMBL_CHEMBL42580,168.15,-1.02,2.0,4.0,2.0,74.6,0.0,12.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL44195,CC(=O)OCC1=CC(=O)C(CCC2=CC(=O)C(COC(C)=O)=CC2=O)=CC1=O,ChEMBL_CHEMBL44195,386.36,0.9,0.0,8.0,7.0,120.88,0.0,28.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL44196,CC(C)[C@@H](O)C(=O)NCCC(=O)NCCNC(=O)C[C@@](C)(O)CC(=O)O,ChEMBL_CHEMBL44196,375.42,-1.64,6.0,6.0,12.0,165.06,0.0,26.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL41282,CCCNc1c(C(=O)c2ccccc2F)c(C)nn1C,ChEMBL_CHEMBL41282,275.33,2.92,1.0,4.0,5.0,46.92,2.0,20.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL41283,Cc1nn(C)c(NC(=O)CN2CCCCC2)c1C(=O)c1ccccc1F,ChEMBL_CHEMBL41283,358.42,2.52,1.0,5.0,5.0,67.23,2.0,26.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL43447,CCCCC(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,ChEMBL_CHEMBL43447,315.39,1.92,2.0,5.0,8.0,92.7,1.0,21.0,0,,,,,low,,,,low,,low,low,,[]
CHEMBL42537,COc1ccc(S(=O)(=O)C(CC(=O)NO)c2ccccc2)cc1,ChEMBL_CHEMBL42537,335.38,2.11,2.0,5.0,6.0,92.7,2.0,23.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL42739,COc1ccc(S(=O)(=O)C(CC(=O)NO)c2ccccc2)cc1OC,ChEMBL_CHEMBL42739,365.41,2.11,2.0,6.0,7.0,101.93,2.0,25.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL296664,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCNCCc2ccccc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,ChEMBL_CHEMBL296664,877.13,3.2,5.0,15.0,15.0,194.94,1.0,62.0,0,,,,,high,,,,medium,,low,medium,,[]
CHEMBL297336,O=C1C(N2CC2)=CC(=O)c2c(OS(=O)(=O)c3cccc4ccccc34)cccc21,ChEMBL_CHEMBL297336,405.43,3.19,0.0,6.0,4.0,80.52,3.0,29.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL43488,O=C(O)CC/C=C\C[C@@H]1CO[C@H](c2ccc(CCOc3ccc(/C(=C\CCCCC(=O)O)c4cccnc4)cc3)cc2)O[C@@H]1c1ccccc1O,ChEMBL_CHEMBL43488,691.82,8.7,3.0,7.0,18.0,135.41,4.0,51.0,0,,,,,high,,,,high,,high,high,,[]
CHEMBL43468,O=C(O)CC/C=C\C[C@@H]1CO[C@H](c2cccc(COc3ccc(/C(=C\CCCCC(=O)O)c4cccnc4)cc3)c2)O[C@@H]1c1ccccc1O,ChEMBL_CHEMBL43468,677.79,8.66,3.0,7.0,17.0,135.41,4.0,50.0,0,,,,,high,,,,high,,high,high,,[]
CHEMBL43001,COc1ccc(S(=O)(=O)Oc2cccc3c2C(=O)C=C(N2CC2)C3=O)cc1,ChEMBL_CHEMBL43001,385.4,2.04,0.0,7.0,5.0,89.75,2.0,27.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL43972,CCOC(=O)/C=C/[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccc(F)c(F)c1)n1cccc(NC(=O)OCc2ccccc2)c1=O,ChEMBL_CHEMBL43972,610.61,3.53,3.0,8.0,14.0,158.82,3.0,44.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL42619,CS(=O)(=O)N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)P(=O)(O)CC1(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)CCCC1,ChEMBL_CHEMBL42619,837.93,4.81,7.0,8.0,21.0,233.09,4.0,58.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL41983,O=C(CN1C(=O)[C@@H](CC(=O)N[C@@H]2CCc3ccccc32)S[C@@H]1c1ccc(Cl)cc1Cl)NCCCN1CCOCC1,ChEMBL_CHEMBL41983,605.59,3.97,2.0,6.0,10.0,90.98,2.0,40.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL288764,CCc1ccc(S(=O)(=O)Oc2cccc3c2C(=O)C=C(N2CC2)C3=O)cc1,ChEMBL_CHEMBL288764,383.43,2.6,0.0,6.0,5.0,80.52,2.0,27.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL43740,COc1cc(/C=C/c2ccc(OC)cc2F)cc(OC)c1,ChEMBL_CHEMBL43740,288.32,4.02,0.0,3.0,5.0,27.69,2.0,21.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL43741,COc1cc(/C=C/c2cc(OC)c(OC)c(OC)c2)cc(OC)c1,ChEMBL_CHEMBL43741,330.38,3.9,0.0,5.0,7.0,46.15,2.0,24.0,0,,,,,high,,,,medium,,medium,medium,,[]
CHEMBL44358,CCCCCNC(=O)Nc1c(OCCCCn2cnc(-c3ccccc3)c2)cccc1N(C)C,ChEMBL_CHEMBL44358,463.63,5.79,2.0,5.0,13.0,71.42,3.0,34.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL298440,CCCCCNC(=O)Nc1c(OCCCn2cc(-c3ccc(OC)cc3)nc2C)cccc1N(C)C,ChEMBL_CHEMBL298440,493.65,5.71,2.0,6.0,13.0,80.65,3.0,36.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL295417,C[C@H](O)[C@@H](CCCc1ccccc1)n1cnc2c(N)ncnc21,ChEMBL_CHEMBL295417,311.39,2.35,2.0,6.0,6.0,89.85,3.0,23.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL288656,C[C@H]1[C@@H](O[Si](C)(C)C)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,ChEMBL_CHEMBL288656,356.54,,,,,,,,0,,,,,unknown,,,,unknown,,unknown,unknown,,[]
CHEMBL262985,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC,ChEMBL_CHEMBL262985,999.29,3.25,6.0,18.0,13.0,235.84,0.0,70.0,0,,,,,high,,,,medium,,low,medium,,[]
CHEMBL418626,COc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])ccc(S(=O)(=O)[O-])c4c3N)c(OC)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])ccc(S(=O)(=O)[O-])c2c1N.[Na+].[Na+].[Na+].[Na+],ChEMBL_CHEMBL418626,960.82,6.66,6.0,16.0,11.0,337.42,6.0,58.0,0,,,,,high,,,,high,,high,high,,[]
CHEMBL290179,Nc1cc(N)c(/N=N/c2ccc(/C=C/c3ccc(/N=N/c4c(N)cc(N)cc4C(=O)[O-])cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)c(C(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+],ChEMBL_CHEMBL290179,784.61,4.91,8.0,14.0,10.0,336.86,4.0,48.0,0,,,,,high,,,,high,,high,medium,,[]
CHEMBL43369,O=S(=O)([O-])c1cc(/N=N/c2ccc3cccnc3c2O)ccc1/C=C/c1ccc(/N=N/c2ccc3cccnc3c2O)cc1S(=O)(=O)[O-].[Na+].[Na+],ChEMBL_CHEMBL43369,726.66,7.69,4.0,12.0,8.0,224.42,6.0,48.0,0,,,,,high,,,,high,,high,high,,[]
CHEMBL384869,Nc1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])ccc2c1/N=N/c1ccc(/C=C/c2ccc(/N=N/c3c(N)c(S(=O)(=O)[O-])cc4cc(S(=O)(=O)[O-])ccc34)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],ChEMBL_CHEMBL384869,1130.9,5.64,8.0,18.0,12.0,427.7,6.0,64.0,0,,,,,high,,,,high,,high,high,,[]
CHEMBL295526,COc1ccc(S(=O)(=O)C(CC(=O)NO)CN(C)C(=O)c2ccccc2)cc1OC1CCCC1,ChEMBL_CHEMBL295526,490.58,2.83,2.0,7.0,10.0,122.24,2.0,34.0,0,,,,,medium,,,,medium,,medium,low,,[]
CHEMBL46367,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C(=O)c3ccccc3C2=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,ChEMBL_CHEMBL46367,712.88,3.53,3.0,11.0,7.0,163.14,1.0,51.0,0,,,,,high,,,,medium,,low,medium,,[]
CHEMBL43197,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,ChEMBL_CHEMBL43197,581.75,2.43,3.0,10.0,6.0,142.83,0.0,41.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL43364,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2cccnc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,ChEMBL_CHEMBL43364,851.04,2.84,4.0,16.0,13.0,205.03,1.0,60.0,0,,,,,medium,,,,medium,,low,low,,[]
CHEMBL267367,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccc(C(=O)c3ccccc3)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,ChEMBL_CHEMBL267367,954.16,4.67,4.0,16.0,15.0,209.21,2.0,68.0,0,,,,,high,,,,high,,medium,medium,,[]
CHEMBL405718,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCOc2ccc(Oc3ccccc3)cc2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,ChEMBL_CHEMBL405718,942.15,5.23,4.0,16.0,15.0,201.37,2.0,67.0,0,,,,,high,,,,high,,medium,high,,[]
CHEMBL43163,CN1CCN(c2nc(-c3cccs3)cc(-c3cccs3)n2)CC1,ChEMBL_CHEMBL43163,342.49,3.69,0.0,6.0,3.0,32.26,3.0,23.0,0,,,,,high,,,,medium,,medium,medium,,[]
