canonical_smiles,primary_drug,approved,approval_status,max_clinical_phase
COc1cc(NCCCC2(c3ccc(F)cc3)OCCO2)c2ncccc2c1,ChEMBL_CHEMBL291109,0,Preclinical,0.0
O=c1cc2n(C3CC3)c3cc(N4CCNCC4)c(F)cc3n2c(=O)[nH]1,ChEMBL_CHEMBL29111,0,Preclinical,0.0
Nc1c(CC(=O)[O-])cc(Br)cc1C(=O)c1ccc(Br)cc1.[Na+],ChEMBL_CHEMBL29112,0,Preclinical,0.0
O=C(CBr)NC1CCc2[nH]c3ccccc3c2C1,ChEMBL_CHEMBL291120,0,Preclinical,0.0
Oc1ccc2c3c1O[C@H]1/C(=N/N=C4\CC[C@@]5(O)[C@H]6Cc7ccc(O)c8c7[C@@]5(CCN6CC5CC5)[C@H]4O8)CC[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,NALTREXONAZINE,0,Preclinical,0.0
CCc1cc(C#N)cc2c(NCc3ccc(OC)c(Cl)c3)ccnc12,ChEMBL_CHEMBL291127,0,Preclinical,0.0
CN1CCCC2(OCCO2)C1Cc1cccc2[nH]ccc12,ChEMBL_CHEMBL291141,0,Preclinical,0.0
CN1CCCC2(OCCO2)C1Cc1c[nH]c2ccccc12,ChEMBL_CHEMBL291142,0,Preclinical,0.0
COC1=CC(=O)c2ncsc2C1=O,ChEMBL_CHEMBL291147,0,Preclinical,0.0
CSCCN1C(=O)Cc2ccccc2C1=O,ChEMBL_CHEMBL291152,0,Preclinical,0.0
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,ROSOXACIN,1,Approved,4.0
CC(=O)NCOC(=O)c1ccc([N+](=O)[O-])cc1,ChEMBL_CHEMBL291159,0,Preclinical,0.0
CC(=O)N1CCc2c(sc(NC(=O)c3cccnc3)c2C(=O)c2ccccc2Cl)C1,ChEMBL_CHEMBL291172,0,Preclinical,0.0
CCC(=O)Sc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)C(C2)[C@@H]1C,ChEMBL_CHEMBL291179,0,Preclinical,0.0
O=C(O)CCCCCCN1C(=O)CC[C@@H]1CC[C@@H](O)c1cccc(C(F)(F)F)c1,ChEMBL_CHEMBL291182,0,Preclinical,0.0
CSc1ccc(N2CC(CCl)OC2=O)cc1,ChEMBL_CHEMBL291185,0,Preclinical,0.0
O=C(O)CCC(=O)N1CCN(c2ccnc3cc(Cl)ccc23)CCN(c2ccnc3cc(Cl)ccc23)CC1,ChEMBL_CHEMBL291186,0,Preclinical,0.0
COc1ccc(C(=O)NCc2ccccc2Cl)cc1OC1CCCC1,ChEMBL_CHEMBL291189,0,Preclinical,0.0
CN(C)C(=O)NCc1ccccc1-c1ccc(CN2C(=O)[C@H](NC(=O)C(C)(C)N)CCc3ccccc32)cc1,ChEMBL_CHEMBL291193,0,Preclinical,0.0
O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc2ccccc2c1,ChEMBL_CHEMBL291194,0,Preclinical,0.0
CC(C)C[C@H](NC(=O)[C@H](CCCc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,ChEMBL_CHEMBL291195,0,Preclinical,0.0
CCCCCCN(CCCCCSc1nc2ccccc2n1C)C(=O)Nc1ccc(F)cc1F,ChEMBL_CHEMBL291197,0,Preclinical,0.0
O=C1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,ChEMBL_CHEMBL29120,0,Preclinical,0.0
CNC(=O)NCc1ccccc1-c1ccc(CN2C(=O)[C@H](NC(=O)CC(C)(C)N)CCc3ccccc32)cc1,ChEMBL_CHEMBL291200,0,Preclinical,0.0
Cc1cc(C)cc(-c2[nH]c3ccc(C(=O)N4CCOCC4)cc3c2CCNCCCCc2ccc(O)cc2)c1,ChEMBL_CHEMBL291201,0,Preclinical,0.0
Nc1nc(=O)n([C@H]2C[C@@H](N)[C@@H](CO)O2)cc1F,ChEMBL_CHEMBL291216,0,Preclinical,0.0
CC(C)CC[S+]([O-])CC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,ChEMBL_CHEMBL291217,0,Preclinical,0.0
C(=C/C1CCCN(C2CCCCC2)C1)\c1ccccc1,ChEMBL_CHEMBL291228,0,Preclinical,0.0
COC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1,ChEMBL_CHEMBL291236,0,Preclinical,0.0
CCCN(CCC)C1COc2c(cccc2C(=O)c2ccccc2OC)C1,ChEMBL_CHEMBL291251,0,Preclinical,0.0
O=C(CCCCN1C2CCC1c1c([nH]c3ccc(F)cc13)C2)c1ccc(F)cc1,ChEMBL_CHEMBL291254,0,Preclinical,0.0
CN(C)CCNc1ccc(NCCCN)c2c1C(=O)c1ccccc1C2=O,ChEMBL_CHEMBL29126,0,Preclinical,0.0
Oc1cccc(C2CCC3CCCN3C2)c1,ChEMBL_CHEMBL291265,0,Preclinical,0.0
C[C@@H]1OCC2(CN3CCC2CC3)O1,ChEMBL_CHEMBL291280,0,Preclinical,0.0
O=C(O)Cn1nnc(-c2ccccc2)n1,ChEMBL_CHEMBL291283,0,Preclinical,0.0
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3(F)C(=O)c4c(O)cccc4CC3CC12,ChEMBL_CHEMBL29129,0,Preclinical,0.0
COc1cc2c(cc1OCc1ccccc1)CCN(P(=O)(OC(C)C)OC(C)C)C2Cc1ccccc1,ChEMBL_CHEMBL291291,0,Preclinical,0.0
COc1cc(Nc2c(C#N)cnc3cc(OC4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,ChEMBL_CHEMBL291297,0,Preclinical,0.0
CS(=O)(=O)NC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)C1/C=C/[C@@H](O)COc1ccc(Cl)cc1,ChEMBL_CHEMBL29130,0,Preclinical,0.0
O=C(O)CC[C@H](NP(=O)(O)c1ccccc1)C(=O)O,ChEMBL_CHEMBL291301,0,Preclinical,0.0
COc1ccc(-c2cc(C#N)c(O)nc2-c2ccc(N(C)C)cc2)cc1,ChEMBL_CHEMBL291308,0,Preclinical,0.0
Cc1ncc([N+](=O)[O-])n1CCNC(=O)CCCn1ccnc1[N+](=O)[O-],ChEMBL_CHEMBL291316,0,Preclinical,0.0
Cc1c(-c2ccc(O)cc2)n(CCc2ccccc2)c2ccc(O)cc12,ChEMBL_CHEMBL29132,0,Preclinical,0.0
CCC1CCCCN1CCCC(O)(c1ccccc1)c1ccccc1,ChEMBL_CHEMBL291327,0,Preclinical,0.0
O=C(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,ChEMBL_CHEMBL291328,0,Preclinical,0.0
CC(C)Cc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,ChEMBL_CHEMBL291329,0,Preclinical,0.0
Nc1cc(OCCOCP(=O)(O)O)ncn1,ChEMBL_CHEMBL291331,0,Preclinical,0.0
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,"3,3',4',5-TETRACHLOROSALICYLANILIDE",1,Approved,4.0
CNC12CCCCC1CSc1ccccc12,ChEMBL_CHEMBL291342,0,Preclinical,0.0
Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(OCCSC(=O)C(C)(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O,ChEMBL_CHEMBL291344,0,Preclinical,0.0
CN1CCC=C(c2nsnc2OCC#Cc2ccccc2)C1,ChEMBL_CHEMBL291351,0,Preclinical,0.0
CCNC(=O)c1ccc(C(=C2CC3CCC(C2)N3Cc2ccccn2)c2ccccc2)cc1,ChEMBL_CHEMBL291357,0,Preclinical,0.0
N#Cc1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,ChEMBL_CHEMBL29136,0,Preclinical,0.0
CCOP(=O)(N[C@@H](CC(C)C)C(=O)NO)c1ccc(OC)cc1,ChEMBL_CHEMBL291361,0,Preclinical,0.0
CCCN1CCC[C@H]2c3ccc(C)c(O)c3CC[C@@H]21,ChEMBL_CHEMBL291370,0,Preclinical,0.0
Cc1cc(N/C(=N/C(C)(C)C)Nc2nc(C)c(C)s2)c2ccccc2n1,ChEMBL_CHEMBL291371,0,Preclinical,0.0
Nc1nc(/C(=N\OCCF)C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(Sc4nc5c(N)ncnc5s4)CC[C@H]23)cs1.[Na+],ChEMBL_CHEMBL291373,0,Preclinical,0.0
OC[C@H]1O[C@@H](n2cc(Br)c3c(NO)ncnc32)[C@H](O)[C@@H]1O,ChEMBL_CHEMBL291375,0,Preclinical,0.0
CCCCCCCCCC[S+]([O-])C[C@H](CO)NC(=O)/C=C/c1c(C)nc(O)nc1O,ChEMBL_CHEMBL291382,0,Preclinical,0.0
CCOP(=O)(N[C@@H](CCC(=O)NCCc1ccccc1)C(=O)NO)c1ccc(OC)cc1,ChEMBL_CHEMBL291387,0,Preclinical,0.0
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(C(=O)NCCO)c(=O)oc3c2C)OC1(C)C,ChEMBL_CHEMBL291390,0,Preclinical,0.0
CCOC1OC(=O)c2[nH]cc3nc4ccccc4c-3c21,ChEMBL_CHEMBL291395,0,Preclinical,0.0
O=c1c(I)cc(I)c2n1CC1CNCC2C1,ChEMBL_CHEMBL291398,0,Preclinical,0.0
CN1C2CC=C(c3ccc(Cl)nc3)C1CC2,ChEMBL_CHEMBL291399,0,Preclinical,0.0
Cc1cccc(OC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Br)c1,ChEMBL_CHEMBL291404,0,Preclinical,0.0
Cc1ccc(CNCCOc2ccc(Cl)c3[nH]cc(Cl)c23)cc1,ChEMBL_CHEMBL291408,0,Preclinical,0.0
CC(C)(CC(=O)O)NC(=O)CC1CC(c2ccc(C(=N)N)cc2)=NO1.O=C(O)C(F)(F)F,ChEMBL_CHEMBL291412,0,Preclinical,0.0
O=C(Nc1cc(C2CCC2)no1)Nc1cccc(Cl)c1Cl,ChEMBL_CHEMBL291413,0,Preclinical,0.0
Clc1ccc2c(c1)C1CN(Cc3ccccc3)CC1CO2,ChEMBL_CHEMBL291417,0,Preclinical,0.0
N[C@H](C(=O)N1CCC[C@H]1B(O)O)c1ccccc1,ChEMBL_CHEMBL291428,0,Preclinical,0.0
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2CC(=O)O)cc1,ChEMBL_CHEMBL291430,0,Preclinical,0.0
COc1cc(C(C)CCCc2ccc(F)cc2)cc2c1C1=C(CCN(CCCCCC(=O)O)C1)C(C)(C)O2,ChEMBL_CHEMBL291432,0,Preclinical,0.0
O=C(C1CC=CCC1)N1CC(=O)N2CCCc3ccccc3C2C1,ChEMBL_CHEMBL291433,0,Preclinical,0.0
CN(C(=O)c1c(O)c2c([N+](=O)[O-])cccc2n(C)c1=O)c1ccccc1,ChEMBL_CHEMBL291434,0,Preclinical,0.0
COc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)N2CCC(=O)[C@H]2Sc2ccccc2)cc1,ChEMBL_CHEMBL291441,0,Preclinical,0.0
CC(C)n1nc(C(=O)NCCN2CCN(Cc3ccccc3)CC2)c2ccccc21,ChEMBL_CHEMBL291444,0,Preclinical,0.0
Oc1cc(Nc2cccc(Br)c2)nc(O)n1,ChEMBL_CHEMBL291461,0,Preclinical,0.0
O=C1NC(=O)C(Cc2ccc(C(=O)/C=C/c3ccc(-c4ccccc4)cc3)cc2)S1,ChEMBL_CHEMBL291464,0,Preclinical,0.0
O=c1[nH]c(=O)n([C@H]2CS[C@H](CO)O2)cc1Br,ChEMBL_CHEMBL291470,0,Preclinical,0.0
Cc1nnc(-c2ncn3c2CN(Cc2ccccc2)C(=O)c2ccccc2-3)o1,ChEMBL_CHEMBL291473,0,Preclinical,0.0
Nc1nc(CC(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(Cl)CS[C@H]23)cs1,ChEMBL_CHEMBL291480,0,Preclinical,0.0
CC(=O)NCCCCCCNC(C)=O,HEXAMETHYLENEBISACETAMIDE,0,Preclinical,0.0
CO/N=C(\C#N)C(=O)NC1=NOC(C(C)(C)C)C1,ChEMBL_CHEMBL291482,0,Preclinical,0.0
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CS)NC(=O)c1ccc2c(c1)OCO2,ChEMBL_CHEMBL291490,0,Preclinical,0.0
N[C@@H](C[C@@H](C/C=C/c1ccc(C(F)(F)F)cc1)C(=O)O)C(=O)O,ChEMBL_CHEMBL291491,0,Preclinical,0.0
CN(C)C(=O)C1C2CC3CCC1N3C/C2=C\c1ccc(Cl)c(Cl)c1,ChEMBL_CHEMBL291494,0,Preclinical,0.0
O=C(/C=C/c1ccc(Cl)cc1)Nc1ccc(C(=O)O)cc1,ChEMBL_CHEMBL29150,0,Preclinical,0.0
COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,RESVERATROL 4'-METHYL ETHER,0,Preclinical,0.0
Cc1ncccc1Oc1ccc(NC(=O)N2CCc3ccc(C(F)(F)F)cc32)cn1,ChEMBL_CHEMBL291510,0,Preclinical,0.0
C[C@@H](NC(=O)c1ccc(Cl)cc1N)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,ChEMBL_CHEMBL291512,0,Preclinical,0.0
C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccccc1F,ChEMBL_CHEMBL291513,0,Preclinical,0.0
CC1(C)Oc2cc(-c3ncco3)c(-c3ncco3)cc2[C@@H](NC(=O)Nc2ccccc2)[C@@H]1O,ChEMBL_CHEMBL291519,0,Preclinical,0.0
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCS)C(C)C)C(=O)N[C@@H](CO)C(=O)O,ChEMBL_CHEMBL291526,0,Preclinical,0.0
N[C@H](Cc1cccc(-c2ccccc2)c1)C(=O)O,ChEMBL_CHEMBL291538,0,Preclinical,0.0
CCCCCNC(=O)c1coc(-c2ccc(/C(=C\CCCCC(=O)O)c3cccnc3)cc2)n1,ChEMBL_CHEMBL291539,0,Preclinical,0.0
COc1ccccc1N1CCN(CCCCN2C(=O)C3C4C=CC(C5C=CC54)C3C2=O)CC1,ChEMBL_CHEMBL29154,0,Preclinical,0.0
CCN1CC/C(=C\c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1(=O)=O,ChEMBL_CHEMBL291543,0,Preclinical,0.0
O=C1C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C(=O)N1O,ChEMBL_CHEMBL291546,0,Preclinical,0.0
CCCC[C@H](NC(=O)CCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c(CC)c1)NC(C)=O)C(=O)O,ChEMBL_CHEMBL291557,0,Preclinical,0.0
O=[N+]([O-])c1ccccc1S(=O)(=O)c1ccccc1,ChEMBL_CHEMBL291558,0,Preclinical,0.0
Cc1nn(CCC(=O)O)c(=O)c2noc(C)c12,ChEMBL_CHEMBL291560,0,Preclinical,0.0
CCCCc1nc(Cl)c(C(=O)NCC(N)=O)n1Cc1ccc2oc(-c3ccccc3-c3nn[nH]n3)c(Br)c2c1,ChEMBL_CHEMBL291569,0,Preclinical,0.0
CCN(CC)C(=O)/C(C#N)=C/c1cc(OC(=O)[C@@H](N)Cc2ccc(OC(C)=O)c(OC(C)=O)c2)c(O)c([N+](=O)[O-])c1,ChEMBL_CHEMBL29157,0,Preclinical,0.0
CCSC1=C(OC)C(=O)C2=C(C[C@H]3[C@H]4[C@H](C(=O)O)C[C@@H](C(C#N)N3[C@H]2CO)N4C)C1=O,ChEMBL_CHEMBL291571,0,Preclinical,0.0
C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1Br)c1cc(Br)ccc1N,ChEMBL_CHEMBL291573,0,Preclinical,0.0
CC(C)(C)OC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](Cc1cn(C=O)c2ccccc12)C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1,ChEMBL_CHEMBL291575,0,Preclinical,0.0
CC(C)(C)C[C@H]1NC(=O)CSC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O,ChEMBL_CHEMBL291579,0,Preclinical,0.0
CC(=O)N(O)C(C)c1cc2ccccc2s1,ChEMBL_CHEMBL291581,0,Preclinical,0.0
Cc1c2c(c(CC(C)N)c3c1CCO3)OCC2,ChEMBL_CHEMBL291585,0,Preclinical,0.0
Cc1ccc(O)c(NCCCN2CCCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,ChEMBL_CHEMBL291586,0,Preclinical,0.0
COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4ccncc4c3=O)C[C@@H]21,ChEMBL_CHEMBL291588,0,Preclinical,0.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(c3nccn3C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,ChEMBL_CHEMBL291595,0,Preclinical,0.0
Cc1c(C(=O)N=C(N)N)cc(S(C)(=O)=O)c(Cl)c1Cl,ChEMBL_CHEMBL291596,0,Preclinical,0.0
CCCCC/C=C\C[C@@]1(O)C=C(Cl)C(=O)[C@@H]1[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H](CCCC(=O)OC)OC(C)=O,ChEMBL_CHEMBL291597,0,Preclinical,0.0
COc1cccc(N2CCN(CC(=O)NC3c4c(O)ccc(C)c4CC3(C)C)CC2)c1,ChEMBL_CHEMBL291598,0,Preclinical,0.0
NC(=O)CC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(N)=O,ChEMBL_CHEMBL291602,0,Preclinical,0.0
O=C1N(Cc2cccc(-c3c[nH]cn3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2c[nH]cn2)c1,ChEMBL_CHEMBL291621,0,Preclinical,0.0
N=C(N)Nc1ccc(NC(=O)c2cccc(-c3ccccc3)c2O)cc1,ChEMBL_CHEMBL291622,0,Preclinical,0.0
COc1ccc(OCC(O)CN2CCN(C(C(=O)NCc3ccccc3)c3ccc(C)cc3)CC2)cc1,ChEMBL_CHEMBL291629,0,Preclinical,0.0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)Nc1c(C)cc(C)cc1C,ChEMBL_CHEMBL291631,0,Preclinical,0.0
C/C(=N\c1cccc2nc(N3CCN(C)CC3)c(N3CCN(C)CC3)nc12)N(C)C,ChEMBL_CHEMBL291633,0,Preclinical,0.0
CN(C(=O)Oc1ccc(Cl)cc1)[C@H]1CC[C@H](c2ccc(C[N+]3([O-])CCCCC3)cc2)CC1,ChEMBL_CHEMBL291640,0,Preclinical,0.0
O=C(O)[C@H]1Cc2ccccc2CN1C(=O)c1ccccc1,ChEMBL_CHEMBL291642,0,Preclinical,0.0
CCOC(=O)[C@]1(c2cccc(O)c2)CCCN(CC2CC2)C1,ChEMBL_CHEMBL291649,0,Preclinical,0.0
OCC(CO)OCn1cc(Cl)c2c(NO)ncnc21,ChEMBL_CHEMBL291653,0,Preclinical,0.0
C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1,CRINECERFONT,1,Phase III,3.0
CN1C(=O)CC[C@]2(C)c3ccc(Cl)cc3CC[C@@H]12,ChEMBL_CHEMBL29166,0,Preclinical,0.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(NCC(=O)O)C(O)C(C)O1,ChEMBL_CHEMBL291665,0,Preclinical,0.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21,ChEMBL_CHEMBL291667,0,Preclinical,0.0
NC(=O)N/N=C/c1cccc(Cl)c1,ChEMBL_CHEMBL291686,0,Preclinical,0.0
CNc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(O)n2)cc1,ChEMBL_CHEMBL291689,0,Preclinical,0.0
Fc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,ChEMBL_CHEMBL291701,0,Preclinical,0.0
COc1ccc(NC(=O)Nc2ccnc3ccccc23)cc1OC,ChEMBL_CHEMBL291702,0,Preclinical,0.0
COC(=O)[C@H]1C[C@@H](C(=O)O)Nc2cc(Cl)ccc21,ChEMBL_CHEMBL291706,0,Preclinical,0.0
CN(C)[C@@H]1CCCCC1NC(=O)c1ccc(O)cc1,ChEMBL_CHEMBL291724,0,Preclinical,0.0
CN1CCN(c2nc(-c3ccoc3)cc(-c3cc4ccccc4s3)n2)CC1,ChEMBL_CHEMBL291729,0,Preclinical,0.0
CC(c1cc2ccccc2s1)N(O)C(=O)NCCCCCO,ChEMBL_CHEMBL291733,0,Preclinical,0.0
COc1ccc(OCCCCN(C)CCOc2ccc(OC)c(OC)c2)c(C2Sc3ccccc3N(C)C2=O)c1,ChEMBL_CHEMBL291735,0,Preclinical,0.0
O=P(O)(O)C(Nc1ccccn1)P(=O)(O)O,ChEMBL_CHEMBL291736,0,Preclinical,0.0
CC(C)C/N=c1\ccn(Cc2ccccc2)c2cc(Cl)ccc12,ChEMBL_CHEMBL291738,0,Preclinical,0.0
COc1cc(NCCCCCCN2CCS(=O)(=O)CC2)c2nccc(C)c2c1,ChEMBL_CHEMBL291744,0,Preclinical,0.0
COc1ccc(CCN2CCCN(c3cccccc3=O)CC2)cc1OC,ChEMBL_CHEMBL291745,0,Preclinical,0.0
CON=C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1,ChEMBL_CHEMBL29175,0,Preclinical,0.0
CON=C1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CC1,ChEMBL_CHEMBL29176,0,Preclinical,0.0
CC(C)C(NC(=O)c1ccc(S(=O)(=O)NC(=O)/C=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1)C(=O)N1[C@@H](C(=O)NC(C(=O)C(F)(F)F)C(C)C)C[C@H]2CCCC[C@H]21,ChEMBL_CHEMBL291766,0,Preclinical,0.0
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(COC(=O)N2CCOCC2)cc1)NC(=O)OC(C)(C)C,ChEMBL_CHEMBL291773,0,Preclinical,0.0
COc1ccccc1N1CCc2c(Cl)nc3c(OC)cccc3c21,ChEMBL_CHEMBL291775,0,Preclinical,0.0
CCCN(CCC)CC(=O)NCc1ccccc1,ChEMBL_CHEMBL291776,0,Preclinical,0.0
O=C(O)C1CN(Cc2ccccc2P(=O)(O)O)CCN1,ChEMBL_CHEMBL29178,0,Preclinical,0.0
CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,ChEMBL_CHEMBL291784,0,Preclinical,0.0
CCc1c(Sc2ccccc2)n(C/C=C/c2ccccc2)c(=O)[nH]c1=O,ChEMBL_CHEMBL291786,0,Preclinical,0.0
COc1cccc(CN2C(=O)C(=O)N(CC(=O)O)C2=O)c1,ChEMBL_CHEMBL291788,0,Preclinical,0.0
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(cccc2OS(C)(=O)=O)C1,ChEMBL_CHEMBL291801,0,Preclinical,0.0
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C,ChEMBL_CHEMBL291802,0,Preclinical,0.0
C=CC[C@H](NC(=O)[C@@H]1Cc2ccccc2CN1S(=O)(=O)N1CCOCC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,ChEMBL_CHEMBL291804,0,Preclinical,0.0
O=C(Cn1c(Cl)cnc(NCC(F)(F)c2cccc[n+]2[O-])c1=O)NCc1ccccc1OC(F)(F)F,ChEMBL_CHEMBL29181,0,Preclinical,0.0
COc1cc2c(cc1O)C(=O)N1CCC[C@H]1C=N2,ChEMBL_CHEMBL291815,0,Preclinical,0.0
CC1CN(C(=O)N(c2ccccc2)c2ccccc2)CCN1C(=O)N(c1ccccc1)c1ccccc1,ChEMBL_CHEMBL291818,0,Preclinical,0.0
COc1c(C(=O)NCCN2CCN(c3cccc(C)c3C)CC2)cc(Br)c2ccccc12,ChEMBL_CHEMBL29182,0,Preclinical,0.0
NC(=O)N/C(=N\CCC(c1ccc(F)cc1)c1ccccn1)NCCCc1c[nH]cn1,ChEMBL_CHEMBL291820,0,Preclinical,0.0
CN(C)CCCCNc1c2c(nc3ccccc13)CCCCC2,ChEMBL_CHEMBL291830,0,Preclinical,0.0
COc1ccc(CCOC2=C(C(=O)O)C(c3ccc4c(c3)OCO4)Oc3ccc(OC(C)C)cc32)cc1,ChEMBL_CHEMBL291841,0,Preclinical,0.0
CC(C)(C)c1ccc(-n2cnc3c(N)ncnc32)cc1,ChEMBL_CHEMBL291843,0,Preclinical,0.0
COc1cc(C2CCCN2/C(S)=N/CCc2ccccc2)ccc1O,ChEMBL_CHEMBL291845,0,Preclinical,0.0
CC(C)Oc1ccccc1N1CCN(Cc2cccc(C(=O)N3CCC3)c2)CC1,ChEMBL_CHEMBL291846,0,Preclinical,0.0
O=C(O)/C(=C/c1ccccc1)NC(=O)c1ccccc1,ChEMBL_CHEMBL291848,0,Preclinical,0.0
NCCCCNC(=O)[C@H](CCc1ccccc1)NC(=O)NCc1ccccc1,ChEMBL_CHEMBL291870,0,Preclinical,0.0
CN(C)c1ncnc2c1nc(Br)n2Cc1cccc(NS(C)(=O)=O)c1,ChEMBL_CHEMBL291875,0,Preclinical,0.0
O=C(Cc1ccc(Cl)cc1)N[C@H]1C[C@H](C(=O)O)Nc2cc(Cl)cc(Cl)c21,ChEMBL_CHEMBL291877,0,Preclinical,0.0
COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,LOMERIZINE,0,Phase II,2.0
CC(=O)N1CC(=O)N2CCCc3ccccc3C2C1,ChEMBL_CHEMBL291887,0,Preclinical,0.0
Cc1noc(NS(=O)(=O)c2ccsc2C(=O)Oc2ccccc2)c1Cl,ChEMBL_CHEMBL291891,0,Preclinical,0.0
CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)c4ccccc4)cc3)c(CN(C)Cc3ccccc3)n2c1=O,ChEMBL_CHEMBL291893,0,Preclinical,0.0
O=C(Cc1ccccc1)N[C@H]1C[C@H](C(=O)O)Nc2cc(I)cc(Cl)c21,ChEMBL_CHEMBL291897,0,Preclinical,0.0
CCN(CC)CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,ChEMBL_CHEMBL291899,0,Preclinical,0.0
